StateAbr,LibID,title,Address,City,Zip,Zip4,County,Phone,BookVol,Visits,Long,Lat
IL,IL0058,BRIDGEVIEW PUBLIC LIBRARY,7840 WEST 79TH STREET,BRIDGEVIEW,60455,1496,COOK,7084582880,82639,40003,-87.815396,41.74779
IL,IL0059,BRIMFIELD PUBLIC LIBRARY DISTRICT,111 SOUTH GALENA STREET,BRIMFIELD,61517,207,PEORIA,3094469575,18803,28149,-89.884563,40.8386
IL,IL0060,BROADVIEW PUBLIC LIBRARY DISTRICT,2226 SOUTH 16TH AVENUE,BROADVIEW,60155,4000,COOK,7083451325,63596,57896,-87.851785,41.86353
IL,IL0061,BROOKFIELD PUBLIC LIBRARY,3609 GRAND BOULEVARD,BROOKFIELD,60513,1621,COOK,7084856917,74333,82947,-87.848553,41.82551
IL,IL0062,MASON MEMORIAL PUBLIC LIBRARY,104 WEST MAIN STREET,BUDA,61314,55,BUREAU,3098957701,19228,3314,-89.67952,41.32676
IL,IL0063,BUNKER HILL PUBLIC LIBRARY DISTRICT,220 EAST WARREN STREET,BUNKER HILL,62014,664,MACOUPIN,6185854736,16527,6853,-89.950637,39.04285
IL,IL0064,LEEPERTOWN TOWNSHIP PUBLIC LIBRARY,201 EAST NEBRASKA STREET,BUREAU,61315,80,BUREAU,8156593283,4858,900,-89.370101,41.29069
IL,IL0065,BUSHNELL PUBLIC LIBRARY DISTRICT,455 NORTH DEAN STREET,BUSHNELL,61422,1228,MCDONOUGH,3097722060,23918,23778,-90.51103,40.55312
IL,IL0066,BYRON PUBLIC LIBRARY DISTRICT,109 NORTH FRANKLIN STREET,BYRON,61010,434,OGLE,8152345107,52805,91072,-89.26022,42.1256
IL,IL0067,CAHOKIA PUBLIC LIBRARY DISTRICT,140 CAHOKIA PARK DRIVE,CAHOKIA,62206,2129,ST. CLAIR,6183321491,48209,287675,-90.176324,38.55735
IL,IL0068,CAIRO PUBLIC LIBRARY,1609 WASHINGTON AVENUE,CAIRO,62914,151,ALEXANDER,6187341840,50803,23185,-89.173177,37.00324
IL,IL0069,CALUMET CITY PUBLIC LIBRARY,660 MANISTEE AVENUE,CALUMET CITY,60409,3906,COOK,7088626220,136595,148612,-87.555356,41.61648
IL,IL0070,CALUMET PARK PUBLIC LIBRARY,1500 WEST 127TH STREET,CALUMET PARK,60827,6008,COOK,7083855768,31063,36000,-87.658482,41.66298
IL,IL0071,CAMBRIDGE PUBLIC LIBRARY DISTRICT,212 WEST CENTER STREET,CAMBRIDGE,61238,1239,HENRY,3099372233,35780,13209,-90.194806,41.30271
IL,IL0072,CAMP POINT PUBLIC LIBRARY DISTRICT,206 EAST STATE STREET,CAMP POINT,62320,377,ADAMS,2175937021,16669,6406,-91.064447,40.04194
IL,IL0073,PARLIN-INGERSOLL PUBLIC LIBRARY,205 WEST CHESTNUT STREET,CANTON,61520,2472,FULTON,3096470328,73826,134729,-90.038698,40.55706
IL,IL0074,CARBONDALE PUBLIC LIBRARY,405 WEST MAIN STREET,CARBONDALE,62901,2995,JACKSON,6184570354,94793,138102,-89.220435,37.72693
IL,IL0075,CARLINVILLE PUBLIC LIBRARY,510 NORTH BROAD STREET,CARLINVILLE,62626,17,MACOUPIN,2178543505,32002,45900,-89.881659,39.28447
IL,IL0076,CASE-HALSTEAD PUBLIC LIBRARY,571 FRANKLIN STREET,CARLYLE,62231,1927,CLINTON,6185945210,23276,19558,-89.364696,38.6102
IL,IL0077,CARMI PUBLIC LIBRARY,103 SLOCUMB STREET,CARMI,62821,1663,WHITE,6183825277,27913,16684,-88.164837,38.08703
IL,IL0078,CAROL STREAM PUBLIC LIBRARY,616 HIAWATHA DRIVE,CAROL STREAM,60188,1634,DUPAGE,6306530755,170070,250712,-88.128786,41.9188
IL,IL0080,CARROLLTON PUBLIC LIBRARY,509 SOUTH MAIN STREET,CARROLLTON,62016,1251,GREENE,2179426715,22737,10550,-90.407797,39.30093
IL,IL0081,ANNE WEST LINDSEY CARTERVILLE DISTRICT LIBRARY AND NATURE PA,117 SOUTH DIVISION STREET,CARTERVILLE,62918,1358,WILLIAMSON,6189853298,26338,23698,-89.077176,37.7599
IL,IL0082,CARTHAGE PUBLIC LIBRARY DISTRICT,500 WABASH AVENUE,CARTHAGE,62321,1360,HANCOCK,2173573232,34925,33956,-91.137169,40.41228
IL,IL0083,CARY AREA PUBLIC LIBRARY DISTRICT,1606 THREE OAKS ROAD,CARY,60013,1637,MCHENRY,8476394210,86211,165250,-88.230203,42.21984
IL,IL0084,CASEY TOWNSHIP LIBRARY,307 EAST MAIN STREET,CASEY,62420,1618,CLARK,2179322105,22182,18784,-87.988685,39.30062
IL,IL0085,CASEYVILLE PUBLIC LIBRARY DISTRICT,419 SOUTH SECOND STREET,CASEYVILLE,62232,1525,ST. CLAIR,6183455848,28939,11548,-90.0298,38.63688
IL,IL0086,CATLIN PUBLIC LIBRARY DISTRICT,101 MAPLELEAF DRIVE,CATLIN,61817,350,VERMILION,2174272550,17636,15087,-87.714683,40.06556
IL,IL0087,CENTRAL PUBLIC LIBRARY DISTRICT,701 OAK STREET #A,EVANSVILLE,62242,1829,RANDOLPH,6188534081,8632,5000,-89.934127,38.09134
IL,IL0088,CENTRALIA REGIONAL LIBRARY DISTRICT,515 EAST BROADWAY AVENUE,CENTRALIA,62801,3256,MARION,6185325222,97839,125504,-89.128083,38.5265
IL,IL0089,HOPE WELTY PUBLIC LIBRARY DISTRICT,100 SOUTH MADISON STREET,CERRO GORDO,61818,260,PIATT,2177635001,16924,11568,-88.730399,39.89048
IL,IL0090,CHADWICK PUBLIC LIBRARY DISTRICT,110 MAIN STREET,CHADWICK,61014,416,CARROLL,8156845215,14024,5038,-89.890853,42.01232
IL,IL0091,CHAMPAIGN PUBLIC LIBRARY,200 WEST GREEN STREET,CHAMPAIGN,61820,5139,CHAMPAIGN,2174032050,278378,697262,-88.245297,40.11018
IL,IL0092,CHARLESTON CARNEGIE PUBLIC LIBRARY,712 SIXTH STREET,CHARLESTON,61920,2147,COLES,2173454913,59143,46408,-88.175389,39.49337
IL,IL0093,CHATHAM AREA PUBLIC LIBRARY DISTRICT,600 EAST SPRUCE STREET,CHATHAM,62629,1631,SANGAMON,2174832713,63382,90810,-89.698081,39.67236
IL,IL0094,CHATSWORTH TOWNSHIP LIBRARY,432 EAST LOCUST STREET,CHATSWORTH,60921,638,LIVINGSTON,8156353004,51050,5945,-88.291513,40.75376
IL,IL0095,CHENOA PUBLIC LIBRARY DISTRICT,211 SOUTH DIVISION STREET,CHENOA,61726,1107,MCLEAN,8159454253,14584,4003,-88.718609,40.74375
IL,IL0096,CHERRY VALLEY PUBLIC LIBRARY DISTRICT,755 EAST STATE STREET,CHERRY VALLEY,61016,9699,WINNEBAGO,8153325161,56931,106182,-88.946252,42.23497
IL,IL0097,CHESTER PUBLIC LIBRARY,733 STATE STREET,CHESTER,62233,1637,RANDOLPH,6188263711,36102,22406,-89.826307,37.90626
IL,IL0098,CHICAGO PUBLIC LIBRARY,400 SOUTH STATE STREET,CHICAGO,60605,1203,COOK,3127474999,5526677,16720421,-87.627732,41.87691
IL,IL0099,CHICAGO HEIGHTS PUBLIC LIBRARY,25 WEST FIFTEENTH STREET,CHICAGO HEIGHTS,60411,3488,COOK,7087540323,123803,79542,-87.641828,41.50428
IL,IL0100,CHICAGO RIDGE PUBLIC LIBRARY,10400 SOUTH OXFORD AVENUE,CHICAGO RIDGE,60415,1507,COOK,7084237753,78937,106400,-87.777441,41.70318
IL,IL0102,CHILLICOTHE PUBLIC LIBRARY DISTRICT,430 NORTH BRADLEY AVENUE,CHILLICOTHE,61523,1920,PEORIA,3092742719,38394,102000,-89.500583,40.91304
IL,IL0103,CHRISMAN PUBLIC LIBRARY,108 NORTH ILLINOIS STREET,CHRISMAN,61924,1001,EDGAR,2172693011,10943,10000,-87.67905,39.80356
IL,IL0104,CHRISTOPHER PUBLIC LIBRARY,202 EAST MARKET STREET,CHRISTOPHER,62822,131,FRANKLIN,6187247534,17011,7888,-89.052339,37.97258
IL,IL0105,CICERO PUBLIC LIBRARY,5225 WEST CERMAK ROAD,CICERO,60804,2815,COOK,7086528084,111262,325000,-87.7548,41.85105
IL,IL0106,WILLOW BRANCH TOWNSHIP LIBRARY,330 NORTH ELDON STREET,CISCO,61830,39,PIATT,2176692312,8364,2181,-88.727206,40.01415
IL,IL0107,CLARENDON HILLS PUBLIC LIBRARY,7 NORTH PROSPECT AVENUE,CLARENDON HILLS,60514,1227,DUPAGE,6303238188,49897,44668,-87.954722,41.79765
IL,IL0108,CLAYTON PUBLIC LIBRARY DISTRICT,211 EAST MAIN STREET,CLAYTON,62324,318,ADAMS,2178946519,5649,3058,-90.956954,40.03118
IL,IL0110,CLOVER PUBLIC LIBRARY DISTRICT,440 NORTH DIVISION STREET,WOODHULL,61490,369,HENRY,3093342680,21719,11420,-90.315556,41.18093
IL,IL0111,COAL CITY PUBLIC LIBRARY DISTRICT,85 NORTH GARFIELD STREET,COAL CITY,60416,1614,GRUNDY,8156344552,64495,89691,-88.281315,41.28877
IL,IL0112,COLCHESTER DISTRICT LIBRARY,203 MACOMB STREET,COLCHESTER,62326,1259,MCDONOUGH,3097764861,9763,3858,-90.792237,40.426
IL,IL0113,MARTIN TOWNSHIP PUBLIC LIBRARY,132 WEST MAIN STREET,COLFAX,61728,9266,MCLEAN,3097232541,9718,4258,-88.616498,40.56698
IL,IL0114,MISSISSIPPI VALLEY PUBLIC LIBRARY DISTRICT,408 WEST MAIN STREET,COLLINSVILLE,62234,3018,MADISON,6183441112,92254,214657,-89.990028,38.66871
IL,IL0115,COLUMBIA PUBLIC LIBRARY,106 NORTH METTER AVENUE,COLUMBIA,62236,2228,MONROE,6182814237,42981,37880,-90.199151,38.44388
IL,IL0116,COOK MEMORIAL PUBLIC LIBRARY DISTRICT,413 NORTH MILWAUKEE AVENUE,LIBERTYVILLE,60048,2247,LAKE,8473622330,251204,497782,-87.954171,42.287
IL,IL0117,CORDOVA DISTRICT LIBRARY,402 MAIN AVENUE,CORDOVA,61242,247,ROCK ISLAND,3096542330,16033,2936,-90.325568,41.68012
IL,IL0119,COULTERVILLE PUBLIC LIBRARY,103 SOUTH FOURTH STREET,COULTERVILLE,62237,373,RANDOLPH,6187583013,9362,6200,-89.60375,38.1862
IL,IL0120,DRY POINT TOWNSHIP LIBRARY,COUNTY HIGHWAY 651,COWDEN,62422,275,SHELBY,2177832616,9372,32230,-88.861699,39.24737
IL,IL0121,CRAB ORCHARD PUBLIC LIBRARY DISTRICT,20012 CRAB ORCHARD ROAD,MARION,62959,7392,WILLIAMSON,6189822141,22252,8016,-88.787896,37.73192
IL,IL0123,CRETE PUBLIC LIBRARY DISTRICT,1177 NORTH MAIN STREET,CRETE,60417,1945,WILL,7086728017,68173,78728,-87.632116,41.45095
IL,IL0124,CREVE COEUR PUBLIC LIBRARY DISTRICT,311 NORTH HIGHLAND STREET,CREVE COEUR,61610,3136,TAZEWELL,3096997921,27728,31230,-89.598237,40.649
IL,IL0125,CRYSTAL LAKE PUBLIC LIBRARY,126 PADDOCK STREET,CRYSTAL LAKE,60014,6126,MCHENRY,8154591687,161610,326467,-88.324794,42.2393
IL,IL0126,CUTLER PUBLIC LIBRARY,409 SOUTH MAIN STREET,CUTLER,62238,57,PERRY,6184972961,8447,1780,-89.565442,38.02988
IL,IL0127,DAHLGREN PUBLIC LIBRARY,THIRD AND DALE STREETS,DAHLGREN,62828,237,HAMILTON,6187362652,4846,502,-88.684701,38.19514
IL,IL0128,DANVERS TOWNSHIP LIBRARY,105 SOUTH WEST STREET,DANVERS,61732,376,MCLEAN,3099634269,21340,7800,-89.177285,40.52845
IL,IL0129,DANVILLE PUBLIC LIBRARY,319 NORTH VERMILION STREET,DANVILLE,61832,4769,VERMILION,2174775220,185567,176628,-87.62999,40.12987
IL,IL0130,INDIAN PRAIRIE PUBLIC LIBRARY DISTRICT,401 PLAINFIELD ROAD,DARIEN,60561,4207,DUPAGE,6308878760,157108,381821,-87.954718,41.75699
IL,IL0131,DAUGHERTY PUBLIC LIBRARY DISTRICT,220 SOUTH FIFTH STREET,DUPO,62239,1318,ST. CLAIR,6182864444,33589,39080,-90.207321,38.5158
IL,IL0132,DECATUR PUBLIC LIBRARY,130 NORTH FRANKLIN STREET,DECATUR,62523,1327,MACON,2174242900,304733,322958,-88.952975,39.84183
IL,IL0133,DEER CREEK DISTRICT LIBRARY,205 EAST FIRST AVENUE,DEER CREEK,61733,347,TAZEWELL,3094476724,16141,9896,-89.330441,40.62758
IL,IL0134,DEERFIELD PUBLIC LIBRARY,920 WAUKEGAN ROAD,DEERFIELD,60015,3098,LAKE,8479453311,149511,265122,-87.846401,42.16963
IL,IL0135,DEKALB PUBLIC LIBRARY,309 OAK STREET,DEKALB,60115,3369,DEKALB,8157569568,141905,223716,-88.750011,41.93188
IL,IL0136,GOOSE CREEK TOWNSHIP CARNEGIE LIBRARY,130 NORTH HIGHWAY AVENUE,DELAND,61839,237,PIATT,2176643572,5536,3700,-88.645218,40.12072
IL,IL0137,AYER PUBLIC LIBRARY DISTRICT,208 LOCUST STREET,DELAVAN,61734,500,TAZEWELL,3092448236,21725,13628,-89.547183,40.3743
IL,IL0138,DES PLAINES PUBLIC LIBRARY,1501 ELLINWOOD STREET,DES PLAINES,60016,4553,COOK,8478275551,267287,509668,-87.888408,42.04122
IL,IL0139,DES PLAINES VALLEY PUBLIC LIBRARY DISTRICT,121 EAST EIGHTH STREET,LOCKPORT,60441,3080,WILL,8158380755,159691,269360,-88.056588,41.59026
IL,IL0140,DIVERNON TOWNSHIP LIBRARY,221 SOUTH SECOND STREET,DIVERNON,62530,140,SANGAMON,2176283813,8711,4457,-89.65852,39.56529
IL,IL0141,DIXON PUBLIC LIBRARY,221 SOUTH HENNEPIN AVENUE,DIXON,61021,3042,LEE,8152847261,77328,99498,-89.483501,41.84209
IL,IL0142,DODGE MEMORIAL PUBLIC LIBRARY DISTRICT,22440 RAILROAD STREET,OLIVE BRANCH,62969,65,ALEXANDER,6187765115,8308,1623,-89.351104,37.16939
IL,IL0143,DOLTON PUBLIC LIBRARY DISTRICT,14037 LINCOLN AVENUE,DOLTON,60419,1091,COOK,7088492385,102951,103252,-87.609432,41.64034
IL,IL0144,DONGOLA PUBLIC LIBRARY DISTRICT,114 NORTH EAST FRONT STREET,DONGOLA,62926,113,UNION,6188273622,11838,4870,-89.165095,37.36157
IL,IL0145,DOWNERS GROVE PUBLIC LIBRARY,1050 CURTISS STREET,DOWNERS GROVE,60515,4606,DUPAGE,6309601200,278781,720768,-88.011056,41.79377
IL,IL0146,DUNDEE TOWNSHIP PUBLIC LIBRARY DISTRICT,555 BARRINGTON AVENUE,EAST DUNDEE,60118,1422,KANE,8474283661,129834,265700,-88.263998,42.1036
IL,IL0147,DUNLAP PUBLIC LIBRARY DISTRICT,302 SOUTH FIRST STREET,DUNLAP,61525,9777,PEORIA,3092435716,27902,29282,-89.674186,40.86011
IL,IL0148,DUQUOIN PUBLIC LIBRARY,28 SOUTH WASHINGTON STREET,DUQUOIN,62832,1312,PERRY,6185425045,28596,12911,-89.236304,38.011
IL,IL0149,PRAIRIE CREEK PUBLIC LIBRARY DISTRICT,501 CARRIAGE HOUSE LANE,DWIGHT,60420,1340,LIVINGSTON,8155843061,39156,1800,-88.427926,41.09041
IL,IL0150,EARLVILLE PUBLIC LIBRARY DISTRICT,205 WINTHROP STREET,EARLVILLE,60518,420,LA SALLE,8152469543,14258,16432,-88.920537,41.58972
IL,IL0151,EAST ALTON PUBLIC LIBRARY DISTRICT,250 WASHINGTON AVENUE,EAST ALTON,62024,1547,MADISON,6182590787,55392,47689,-90.103497,38.87863
IL,IL0152,EAST DUBUQUE DISTRICT LIBRARY,350 WALL STREET,EAST DUBUQUE,61025,1222,JO DAVIESS,8157473052,16106,22242,-90.642627,42.4914
IL,IL0153,EAST MOLINE PUBLIC LIBRARY,740 SIXTEENTH AVENUE,EAST MOLINE,61244,2122,ROCK ISLAND,3097559614,57816,136716,-90.443897,41.51497
IL,IL0154,EAST ST. LOUIS PUBLIC LIBRARY,5300 STATE STREET,EAST ST LOUIS,62203,1341,ST. CLAIR,6183970991,31133,48830,-90.098965,38.60614
IL,IL0155,EDWARDSVILLE PUBLIC LIBRARY,112 SOUTH KANSAS STREET,EDWARDSVILLE,62025,1708,MADISON,6186927556,99978,199267,-89.954325,38.81137
IL,IL0156,HELEN MATTHES LIBRARY,100 EAST MARKET AVENUE,EFFINGHAM,62401,3472,EFFINGHAM,2173422464,69781,106000,-88.541946,39.12317
IL,IL0157,EISENHOWER PUBLIC LIBRARY DISTRICT,4613 NORTH OKETO AVENUE,HARWOOD HEIGHTS,60706,4690,COOK,7088677828,119907,266534,-87.812056,41.96373
IL,IL0158,ELA AREA PUBLIC LIBRARY DISTRICT,275 MOHAWK TRAIL,LAKE ZURICH,60047,2454,LAKE,8474383433,178991,366129,-88.087771,42.19347
IL,IL0159,TOWN AND COUNTRY PUBLIC LIBRARY DISTRICT,320 EAST NORTH STREET,ELBURN,60119,9005,KANE,6303652244,47773,115238,-88.469108,41.89226
IL,IL0160,ELDORADO MEMORIAL PUBLIC LIBRARY DISTRICT,1001 GRANT STREET,ELDORADO,62930,426,SALINE,6182737922,35443,64550,-88.435456,37.81523
IL,IL0161,ELIZABETH TOWNSHIP LIBRARY,210 EAST MYRTLE STREET,ELIZABETH,61028,243,JO DAVIESS,8158582212,11348,10000,-90.222247,42.31752
IL,IL0162,ELK GROVE VILLAGE PUBLIC LIBRARY,1001 WELLINGTON AVENUE,ELK GROVE VILLAGE,60007,3391,COOK,8474390447,267414,380329,-88.008741,42.00229
IL,IL0163,ELKHART PUBLIC LIBRARY DISTRICT,121 EAST BOHAN STREET,ELKHART,62634,170,LOGAN,2179472313,12005,3823,-89.482012,40.0214
IL,IL0164,RICK WARREN MEMORIAL PUBLIC LIBRARY DISTRICT,114 SOUTH FOURTH STREET,ELKVILLE,62932,1097,JACKSON,6185681843,15663,7485,-89.235725,37.90989
IL,IL0165,ELLA JOHNSON MEMORIAL PUBLIC LIBRARY DISTRICT,109 SOUTH STATE STREET,HAMPSHIRE,60140,429,KANE,8476834490,35513,41880,-88.53011,42.09884
IL,IL0166,ELMHURST PUBLIC LIBRARY,125 SOUTH PROSPECT AVENUE,ELMHURST,60126,3245,DUPAGE,6302798696,287698,503251,-87.944796,41.89872
IL,IL0167,MORRISON & MARY WILEY LIBRARY,206 WEST MAIN STREET,ELMWOOD,61529,467,PEORIA,3097422431,18487,14000,-89.967699,40.778
IL,IL0168,ELMWOOD PARK PUBLIC LIBRARY,1 CONTI PARKWAY,ELMWOOD PARK,60707,4506,COOK,7084537645,34627,168169,-87.817769,41.92595
IL,IL0169,EL PASO PUBLIC LIBRARY,149 WEST FIRST STREET,EL PASO,61738,1012,WOODFORD,3095274360,22751,28080,-89.018614,40.73935
IL,IL0170,ERIE PUBLIC LIBRARY DISTRICT,802 8TH AVENUE,ERIE,61250,436,WHITESIDE,3096592707,22506,10333,-90.08141,41.65467
IL,IL0171,EUREKA PUBLIC LIBRARY DISTRICT,202 SOUTH MAIN STREET,EUREKA,61530,1347,WOODFORD,3094672922,18536,120437,-89.272822,40.72023
IL,IL0172,EVANSTON PUBLIC LIBRARY,1703 ORRINGTON AVENUE,EVANSTON,60201,3827,COOK,8474488600,486400,615671,-87.680705,42.04844
IL,IL0173,EVANSVILLE PUBLIC LIBRARY,602 PUBLIC STREET,EVANSVILLE,62242,299,RANDOLPH,6188534067,7628,1560,-89.936639,38.09081
IL,IL0174,EVERGREEN PARK PUBLIC LIBRARY,9400 SOUTH TROY AVENUE,EVERGREEN PARK,60805,2330,COOK,7084228522,75030,125600,-87.700678,41.72244
IL,IL0175,DOMINY MEMORIAL LIBRARY,201 SOUTH THIRD STREET,FAIRBURY,61739,1583,LIVINGSTON,8156923231,19738,28620,-88.513273,40.7457
IL,IL0176,FAIRFIELD PUBLIC LIBRARY,300 SOUTH EAST SECOND STREET,FAIRFIELD,62837,2127,WAYNE,6188424516,41120,56231,-88.358855,38.37694
IL,IL0177,VANCE TOWNSHIP LIBRARY,107 SOUTH MAIN STREET,FAIRMOUNT,61841,230,VERMILION,2177332164,12179,2600,-87.830614,40.04631
IL,IL0178,FAIRVIEW HEIGHTS PUBLIC LIBRARY,10017 BUNKUM ROAD,FAIRVIEW HEIGHTS,62208,1703,ST. CLAIR,6184892070,45456,98569,-90.012723,38.5984
IL,IL0179,FARMER CITY PUBLIC LIBRARY,109 EAST GREEN STREET,FARMER CITY,61842,201,DE WITT,3099289532,16759,7904,-88.642379,40.24338
IL,IL0180,FARMINGTON AREA LIBRARY DISTRICT,266 EAST FORT STREET,FARMINGTON,61531,1276,FULTON,3092452175,25850,13235,-90.001171,40.69812
IL,IL0181,FLORA PUBLIC LIBRARY,216 NORTH MAIN STREET,FLORA,62839,1510,CLAY,6186626553,42001,52683,-88.486411,38.66988
IL,IL0182,FLOSSMOOR PUBLIC LIBRARY,1000 STERLING AVENUE,FLOSSMOOR,60422,1253,COOK,7087983600,67822,121500,-87.678667,41.54371
IL,IL0183,FONDULAC PUBLIC LIBRARY DISTRICT,140 EAST WASHINGTON STREET,EAST PEORIA,61611,2526,TAZEWELL,3096993917,76502,128349,-89.578364,40.66524
IL,IL0184,FOREST PARK PUBLIC LIBRARY,7555 JACKSON BOULEVARD,FOREST PARK,60130,1809,COOK,7083667171,76026,128211,-87.814341,41.87581
IL,IL0185,FORREST PUBLIC LIBRARY DISTRICT,301 WEST JAMES STREET,FORREST,61741,555,LIVINGSTON,8156578805,20577,6548,-88.413541,40.75326
IL,IL0186,FORRESTON PUBLIC LIBRARY,204 FIRST AVENUE,FORRESTON,61030,606,OGLE,8159382624,15642,14478,-89.579066,42.12623
IL,IL0187,FORSYTH PUBLIC LIBRARY,268 SOUTH ELWOOD STREET,FORSYTH,62535,20,MACON,2178778174,36499,51851,-88.950841,39.933
IL,IL0188,FOSSIL RIDGE PUBLIC LIBRARY DISTRICT,386 WEST KENNEDY ROAD,BRAIDWOOD,60408,1903,WILL,8154582187,55085,83564,-88.223999,41.26014
IL,IL0189,FOUNTAINDALE PUBLIC LIBRARY DISTRICT,300 WEST BRIARCLIFF ROAD,BOLINGBROOK,60440,2844,WILL,6307592102,314836,596308,-88.078203,41.69828
IL,IL0190,FOX LAKE PUBLIC LIBRARY DISTRICT,255 EAST GRAND AVENUE,FOX LAKE,60020,1668,LAKE,8475870198,86553,85329,-88.161497,42.39404
IL,IL0191,FOX RIVER GROVE PUBLIC LIBRARY DISTRICT,407 LINCOLN AVENUE,FOX RIVER GROVE,60021,1406,MCHENRY,8476392274,25507,43984,-88.22031,42.19811
IL,IL0192,FRANKFORT PUBLIC LIBRARY DISTRICT,21119 SOUTH PFEIFFER ROAD,FRANKFORT,60423,8699,WILL,8154692423,96531,174066,-87.829001,41.50601
IL,IL0193,FRANKLIN GROVE PUBLIC LIBRARY,112 SOUTH ELM STREET,FRANKLIN GROVE,61031,326,LEE,8154562823,11829,20630,-89.299463,41.84006
IL,IL0194,FRANKLIN PARK PUBLIC LIBRARY DISTRICT,10311 GRAND AVENUE,FRANKLIN PARK,60131,2225,COOK,8474556016,148991,172000,-87.882502,41.93023
IL,IL0195,FREEPORT PUBLIC LIBRARY,100 EAST DOUGLAS STREET,FREEPORT,61032,4116,STEPHENSON,8152333000,116699,190208,-89.619674,42.30029
IL,IL0196,FREMONT PUBLIC LIBRARY DISTRICT,1170 NORTH MIDLOTHIAN ROAD,MUNDELEIN,60060,1237,LAKE,8475668702,136871,292404,-88.018916,42.28205
IL,IL0197,GAIL BORDEN PUBLIC LIBRARY DISTRICT,270 NORTH GROVE AVENUE,ELGIN,60120,5505,KANE,8477422411,407074,793226,-88.286874,42.04232
IL,IL0198,GALENA PUBLIC LIBRARY DISTRICT,601 SOUTH BENCH STREET,GALENA,61036,2322,JO DAVIESS,8157770200,23670,30000,-90.43168,42.4115
IL,IL0199,GALESBURG PUBLIC LIBRARY,40 EAST SIMMONS STREET,GALESBURG,61401,4515,KNOX,3093436118,202420,214944,-90.370438,40.94635
IL,IL0200,GALVA PUBLIC LIBRARY DISTRICT,120 NORTHWEST THIRD AVENUE,GALVA,61434,1399,HENRY,3099322180,22537,18300,-90.045871,41.16744
IL,IL0201,GENESEO PUBLIC LIBRARY DISTRICT,218 SOUTH STATE STREET,GENESEO,61254,1455,HENRY,3099446452,48161,170026,-90.155646,41.45158
IL,IL0202,GENEVA PUBLIC LIBRARY DISTRICT,127 JAMES STREET,GENEVA,60134,2241,KANE,6302320780,166383,229234,-88.305775,41.88658
IL,IL0203,GENOA PUBLIC LIBRARY DISTRICT,232 WEST MAIN STREET,GENOA,60135,1146,DEKALB,8157842627,23579,17044,-88.69504,42.09759
IL,IL0204,GEORGETOWN PUBLIC LIBRARY,102 WEST WEST STREET,GEORGETOWN,61846,1856,VERMILION,2176622164,19160,11540,-87.635905,39.9754
IL,IL0205,MOYER DISTRICT LIBRARY,307 NORTH SANGAMON AVENUE,GIBSON CITY,60936,1255,FORD,2177845343,34788,46700,-88.375345,40.46766
IL,IL0206,GILLESPIE PUBLIC LIBRARY,201 WEST CHESTNUT STREET,GILLESPIE,62033,1506,MACOUPIN,2178393614,20711,11700,-89.817279,39.126
IL,IL0207,GILMAN-DANFORTH DISTRICT LIBRARY,715 NORTH MAPLE STREET,GILMAN,60938,335,IROQUOIS,8152657522,12039,11000,-87.987643,40.77489
IL,IL0208,GIRARD TOWNSHIP LIBRARY,201 WEST MADISON STREET,GIRARD,62640,1551,MACOUPIN,2176272414,30611,12621,-89.779325,39.44541
IL,IL0209,GLEN ELLYN PUBLIC LIBRARY,400 DUANE STREET,GLEN ELLYN,60137,4531,DUPAGE,6304690879,191184,236784,-88.071306,41.87548
IL,IL0210,GLENCOE PUBLIC LIBRARY,320 PARK AVENUE,GLENCOE,60022,1526,COOK,8478355056,84272,159941,-87.758573,42.13463
IL,IL0211,GLENSIDE PUBLIC LIBRARY DISTRICT,25 EAST FULLERTON AVENUE,GLENDALE HEIGHTS,60139,2688,DUPAGE,6302601550,124179,313456,-88.089987,41.91718
IL,IL0212,GLENVIEW PUBLIC LIBRARY,1930 GLENVIEW ROAD,GLENVIEW,60025,2848,COOK,8477297500,273851,354773,-87.806642,42.07285
IL,IL0213,GLENWOOD-LYNWOOD PUBLIC LIBRARY DISTRICT,320 EAST GLENWOOD LANSING ROAD,GLENWOOD,60425,1753,COOK,7087580090,34844,46331,-87.604687,41.54261
IL,IL0214,GOLCONDA PUBLIC LIBRARY,126 WEST MAIN STREET,GOLCONDA,62938,523,POPE,6186836531,20288,6690,-88.487601,37.36762
IL,IL0216,GRANDE PRAIRIE PUBLIC LIBRARY DISTRICT,3479 WEST 183RD STREET,HAZEL CREST,60429,2419,COOK,7087985563,85695,162058,-87.700979,41.5571
IL,IL0217,SIX MILE REGIONAL LIBRARY DISTRICT,2001 DELMAR AVENUE,GRANITE CITY,62040,4534,MADISON,6184526238,95021,113352,-90.149617,38.7022
IL,IL0218,GRANT PARK PUBLIC LIBRARY,107 WEST TAYLOR STREET,GRANT PARK,60940,392,KANKAKEE,8154656047,6212,4110,-87.644812,41.24107
IL,IL0219,GRAYSLAKE AREA PUBLIC LIBRARY DISTRICT,100 LIBRARY LANE,GRAYSLAKE,60030,1684,LAKE,8472235313,165830,228805,-88.034663,42.34516
IL,IL0220,GRAYVILLE CARNEGIE PUBLIC LIBRARY,110 WEST MILL STREET,GRAYVILLE,62844,1318,WHITE,6183757121,12173,14854,-87.993841,38.258
