StateAbr	LibID	LibName	Address	City	Zip	Zip4	County	Phone	WebAddr	PopLSA	TotStaff	TotInc	BookVol	Visits	TotCirc	GPTerms	PITUsr	Long	Lat	CountyPop	LocaleCode	CongDist
IA	IA0189	FIELD-CARNEGIE PUBLIC LIBRARY                               	200 S WALNUT ST                    	ODEBOLT             	51458	1023	SAC                 	7126682718	M                                                                               	1739	1.25	45428	13498	8195	13599	3	1820	-95.253399	42.31154	10311	43	5
IA	IA0190	SAC CITY PUBLIC LIBRARY                                     	1001 W MAIN ST                     	SAC CITY            	50583	1627	SAC                 	7126627276	WWW.SACCITY.LIB.IA.US                                                           	2954	1.87	85669	26019	18252	28675	5	5720	-94.995483	42.4224	10311	43	5
IA	IA0191	IONIA COMMUNITY LIBRARY                                     	101 W IOWA ST                      	IONIA               	50645	130	CHICKASAW           	6413944803	WWW.IONIA.LIB.IA.US                                                             	1099	0.59	29161	6492	1474	2818	2	1040	-92.455865	43.03316	12121	42	4
IA	IA0192	POLK CITY COMMUNITY LIBRARY                                 	1500 W BROADWAY                    	POLK CITY           	50226	2001	POLK                	5159846119	WWW.POLKCITYLIBRARY.ORG                                                         	3172	3	210873	13550	22315	46538	4	2080	-93.72776	41.77915	424778	41	3
IA	IA0193	ERICSON PUBLIC LIBRARY                                      	720 GREENE ST                      	BOONE               	50036	2886	BOONE               	5154323727	WWW.BOONE.LIB.IA.US                                                             	12803	10.7	478532	69805	91466	194413	8	21528	-93.88336	42.06301	26349	32	4
IA	IA0194	MADRID PUBLIC LIBRARY                                       	100 W 3RD ST                       	MADRID              	50156	1339	BOONE               	5157953846	WWW.MADRID.LIB.IA.US                                                            	6416	2.7	119564	15750	16668	26745	3	4940	-93.82049	41.87493	26349	42	4
IA	IA0195	LEONARD A. GOOD COMMUNITY LIBRARY                           	208 W MULBERRY ST                  	OGDEN               	50212	696	BOONE               	5152754550	WWW.OGDENIOWA.NET/LIBRARY.HTML                                                  	7005	2	113466	14328	10805	15978	2	2184	-94.029657	42.03805	26349	42	4
IA	IA0196	WAUCOMA PUBLIC LIBRARY                                      	103 1ST AVE SW                     	WAUCOMA             	52171	7106	FAYETTE             	5637764042	M                                                                               	737	0.4	14115	6760	2650	3639	2	520	-92.034618	43.055	20273	43	1
IA	IA0197	MARTELLE COMMUNITY LIBRARY AND HISTORICAL MUS               	20 SOUTH ST                        	MARTELLE            	52305	86	JONES               	3194824121	M                                                                               	1164	0.5	15760	5166	1605	1453	1	364	-91.360861	42.02023	20346	42	1
IA	IA0198	ELY PUBLIC LIBRARY                                          	1595 DOWS ST                       	ELY                 	52227	249	LINN                	3198487616	WWW.ELY.LIB.IA.US                                                               	1981	1.95	81935	16299	19942	37316	5	7904	-91.586224	41.87303	208574	41	2
IA	IA0200	ALBION MUNICIPAL LIBRARY                                    	400 N MAIN ST                      	ALBION              	50005	118	MARSHALL            	6414882226	-3	2079	0.8	22708	10063	6511	7099	10	3328	-92.990076	42.11442	39523	42	4
IA	IA0201	LOWDEN PUBLIC LIBRARY                                       	605 MAIN ST                        	LOWDEN              	52255	307	CEDAR               	5639417629	WWW.LOWDEN.LIB.IA.US                                                            	1847	0.87	31874	8218	7564	12381	3	3172	-90.928517	41.85753	18079	42	2
IA	IA0202	KEOKUK PUBLIC LIBRARY                                       	210 N 5TH ST                       	KEOKUK              	52632	5614	LEE                 	3195241483	WWW.KEOKUK.LIB.IA.US                                                            	15324	7.02	437730	60862	82176	76718	8	19136	-91.381012	40.39717	35408	33	2
IA	IA0203	BIRMINGHAM PUBLIC LIBRARY                                   	301 E MAIN                         	BIRMINGHAM          	52535	167	VAN BUREN           	3194984423	M                                                                               	425	0	4098	5829	1038	1233	2	156	-91.945864	40.87801	7676	42	2
IA	IA0204	BONAPARTE PUBLIC LIBRARY                                    	602 SECOND ST                      	BONAPARTE           	52620	158	VAN BUREN           	3195923677	-3	460	0.5	13908	6853	1719	1646	3	780	-91.801604	40.69863	7676	43	2
IA	IA0205	FARMINGTON PUBLIC LIBRARY                                   	205 ELM                            	FARMINGTON          	52626	472	VAN BUREN           	3198783702	-3	758	0.62	14534	19244	3084	10876	2	1040	-91.742817	40.64034	7676	43	2
IA	IA0206	KEOSAUQUA PUBLIC LIBRARY                                    	608 1ST ST                         	KEOSAUQUA           	52565	160	VAN BUREN           	3192933766	WWW.KEOPUBLIB.COM                                                               	1070	1.61	49241	14158	14544	14158	3	7800	-91.962661	40.72967	7676	43	2
IA	IA0207	MILTON PUBLIC LIBRARY                                       	422 N MAIN                         	MILTON              	52570	160	VAN BUREN           	6416564611	-3	550	0	2239	7956	3713	876	2	416	-92.16193	40.6737	7676	43	2
IA	IA0208	STOCKPORT PUBLIC LIBRARY                                    	113 BESWICK ST                     	STOCKPORT           	52651	62	VAN BUREN           	3197964681	-3	286	0.28	4879	6867	1989	3889	3	780	-91.799909	40.85703	7676	43	2
IA	IA0209	DONNELLSON PUBLIC LIBRARY                                   	500 PARK                           	DONNELLSON          	52625	290	LEE                 	3198355545	WWW.DONNELLSON.LIB.IA.US                                                        	2823	1.42	69846	15799	18846	43103	5	3432	-91.565744	40.6425	35408	42	2
IA	IA0210	BUSSEY COMMUNITY LIBRARY                                    	401 MERRILL ST                     	BUSSEY              	50044	39	MARION              	6419445994	WWW.BUSSEY.LIB.IA.US                                                            	1299	0.35	13926	10323	2600	3143	3	2184	-92.886672	41.2054	32571	43	3
IA	IA0211	FORT MADISON PUBLIC LIBRARY                                 	1920 AVE E                         	FORT MADISON        	52627	2417	LEE                 	3913725721	WWW.FORTMADISONLIBRARY.ORG                                                      	14516	6	277845	79996	47208	46104	10	10504	-91.332306	40.6332	35408	33	2
IA	IA0212	MONTROSE PUBLIC LIBRARY                                     	202 MAIN                           	MONTROSE            	52639	100	LEE                 	3194635532	-3	1883	0.5	24585	10641	3444	4095	1	1040	-91.415895	40.5316	35408	42	2
IA	IA0213	WEST POINT PUBLIC LIBRARY                                   	317 5TH ST                         	WEST POINT          	52656	236	LEE                 	3198386315	WWW.WESTPOINT.LIB.IA.US                                                         	3506	1.52	73480	10033	10500	15864	4	3380	-91.452457	40.71696	35408	42	2
IA	IA0214	HILLSBORO PUBLIC LIBRARY                                    	100 W COMMERCIAL                   	HILLSBORO           	52630	117	HENRY               	3192534000	M                                                                               	1220	0.91	8680	8082	1267	2239	2	780	-91.714394	40.83528	20213	43	2
IA	IA0215	CANTRIL PUBLIC LIBRARY                                      	104 W 3RD ST                       	CANTRIL             	52542	158	VAN BUREN           	3193972366	-3	259	0	7648	6067	1593	1650	2	577	-91.928145	40.61963	7676	43	2
IA	IA0216	H.J. NUGEN PUBLIC LIBRARY                                   	103 E MAIN ST                      	NEW LONDON          	52645	1215	HENRY               	3193677704	WWW.NEWLONDON.LIB.IA.US                                                         	3448	2.5	117637	9229	24503	29035	7	6656	-91.401559	40.92573	20213	42	2
IA	IA0217	CREW PUBLIC LIBRARY                                         	109 S MAIN                         	SALEM               	52649	117	HENRY               	3192589007	-3	1709	1	16372	10061	3794	10364	4	2756	-91.621444	40.85453	20213	42	2
IA	IA0218	WINFIELD PUBLIC LIBRARY                                     	112 W ASH                          	WINFIELD            	52659	9511	HENRY               	3192573247	WWW.WINFIELD.LIB.IA.US                                                          	2445	0.73	45365	12484	16361	20430	5	4472	-91.43811	41.12974	20213	43	2
IA	IA0219	BURLINGTON PUBLIC LIBRARY                                   	210 COURT ST                       	BURLINGTON          	52601	5279	DES MOINES          	3197531647	WWW.BURLINGTON.LIB.IA.US                                                        	37350	19.73	1510122	116586	517650	547917	31	62610	-91.101284	40.81243	40629	33	2
IA	IA0220	MEDIAPOLIS PUBLIC LIBRARY                                   	128 N ORCHARD ST                   	MEDIAPOLIS          	52637	39	DES MOINES          	3193943895	WWW.MEDIAPOLIS.LIB.IA.US                                                        	4821	2.1	134454	18787	21447	61927	5	5287	-91.164081	41.00818	40629	43	2
IA	IA0221	MOUNT PLEASANT PUBLIC LIBRARY                               	307 E MONROE SUITE 101             	MOUNT PLEASANT      	52641	2089	HENRY               	3193851490	WWW.MOUNTPLEASANTIOWALIBRARY.COM                                                	11154	6.9	354513	45866	85663	104827	18	17160	-91.550247	40.96624	20213	33	2
IA	IA0222	COULTER PUBLIC LIBRARY                                      	111 MAIN ST                        	COULTER             	50431	87	FRANKLIN            	6418666798	-3	1019	1	30417	7780	4850	9690	2	936	-93.369949	42.7366	10477	42	4
IA	IA0223	PIONEER HERITAGE LIBRARY                                    	204 N VINE ST                      	LEGRAND             	50142	188	MARSHALL            	6414792122	WWW.LEGRAND.LIB.IA.US                                                           	2290	0.86	52387	11821	7902	17238	3	5044	-92.77446	42.00781	39523	42	4
IA	IA0224	THOMPSON PUBLIC LIBRARY                                     	142 JACKSON ST N                   	THOMPSON            	50478	81	WINNEBAGO           	6415842829	-3	1087	0.5	21757	4949	2380	5272	2	1612	-93.771025	43.36826	10901	42	4
IA	IA0225	SIOUX CITY PUBLIC LIBRARY                                   	529 PIERCE ST                      	SIOUX  CITY         	51101	1203	WOODBURY            	7122552933	WWW.SIOUXCITYLIBRARY.ORG                                                        	85013	36.45	2584998	199721	383569	575973	24	83824	-96.40501	42.4956	102559	13	5
IA	IA0226	ELK HORN PUBLIC LIBRARY                                     	2027 WASHINGTON                    	ELK HORN            	51531	119	SHELBY              	7127642013	-3	1360	0.9	34587	6850	9072	13019	2	3640	-95.063166	41.59185	12131	43	5
IA	IA0227	HAMANN MEMORIAL LIBRARY                                     	311 E MAIN                         	ANTHON              	51004	293	WOODBURY            	7123735275	M                                                                               	649	0.53	13366	7190	3639	3244	5	1300	-95.864934	42.3883	102559	42	5
IA	IA0228	CORRECTIONVILLE PUBLIC LIBRARY                              	532 DRIFTWOOD ST                   	CORRECTIONVILLE     	51016	1104	WOODBURY            	7123424203	WWW.CORRECTIONVILLE.LIB.IA.US                                                   	851	0.43	15635	14169	3362	5002	4	1404	-95.785724	42.47548	102559	43	5
IA	IA0229	WOODBURY COUNTY LIBRARY                                     	825 MAIN ST                        	MOVILLE             	51039	606	WOODBURY            	7128733322	M                                                                               	12029	4.42	162867	60586	22000	75611	8	6240	-96.06608	42.48875	102559	42	5
IA	IA0230	SLOAN PUBLIC LIBRARY                                        	311 4TH ST                         	SLOAN               	51055	8	WOODBURY            	7124284200	-3	1032	0.65	23803	8985	8023	13591	3	1092	-96.228232	42.2325	102559	42	5
IA	IA0231	AUDUBON PUBLIC LIBRARY                                      	401 N PARK PLACE                   	AUDUBON             	50025	1258	AUDUBON             	7125633218	WWW.AUDUBON.SWILSA.LIB.IA.US                                                    	4360	3.62	119927	25100	22306	19133	5	8580	-94.931628	41.7216	6033	43	5
IA	IA0232	EARLY PUBLIC LIBRARY                                        	107 MAIN ST                        	EARLY               	50535	399	SAC                 	7122735334	-3	1051	0.7	19498	15800	4840	16613	2	104	-95.152222	42.46064	10311	43	5
IA	IA0233	KIMBALLTON PUBLIC LIBRARY                                   	118 N MAIN                         	KIMBALLTON          	51543	67	AUDUBON             	7127733002	-3	672	0.5	7750	8580	1617	6933	0	0	-95.072804	41.63091	6033	43	5
IA	IA0234	EXIRA PUBLIC LIBRARY                                        	114 W WASHINGTON                   	EXIRA               	50076	368	AUDUBON             	7122685489	WWW.EXIRA.LIB.IA.US                                                             	1799	2	80022	17444	7020	10439	3	4264	-94.876593	41.59118	6033	43	5
IA	IA0235	LAKE VIEW PUBLIC LIBRARY                                    	202 MAIN ST                        	LAKE VIEW           	51450	20	SAC                 	7126572310	WWW.LAKEVIEW-IA.COM                                                             	1786	1.75	49987	20334	10797	26127	4	4004	-95.051667	42.30504	10311	43	5
IA	IA0236	NORWAY PUBLIC LIBRARY                                       	108 RAILROAD ST                    	NORWAY              	52318	7	BENTON              	3192277487	-3	1547	0	16062	7710	4584	4430	5	3089	-91.890299	41.89058	26532	42	3
IA	IA0237	ARCHER PUBLIC LIBRARY                                       	203 SANFORD ST                     	ARCHER              	51231	165	O'BRIEN             	7127235629	M                                                                               	734	0.31	11071	6238	1643	1725	3	832	-95.742215	43.11482	13952	42	5
IA	IA0238	WALL LAKE PUBLIC LIBRARY                                    	116 MAIN ST                        	WALL LAKE           	51466	68	SAC                 	7126642983	WWW.WALLLAKE.LIB.IA.US                                                          	1349	0.7	33493	11885	7088	9373	3	4420	-95.092389	42.27038	10311	43	5
IA	IA0239	LEDYARD PUBLIC LIBRARY                                      	220 EDMUNDS ST                     	LEDYARD             	50556	8	KOSSUTH             	5156463111	-3	616	0.3	12551	5090	2240	1164	4	832	-94.162405	43.42176	15463	43	4
IA	IA0240	ROBERT W. BARLOW MEMORIAL LIBRARY                           	921 WASHINGTON AVE                 	IOWA FALLS          	50126	2234	HARDIN              	6416482872	WWW.IOWAFALLS.LIB.IA.US                                                         	6343	4.72	276768	49393	112615	82003	13	17264	-93.268203	42.51961	17371	33	4
IA	IA0241	RADCLIFFE PUBLIC LIBRARY                                    	210 ISABELLA                       	RADCLIFFE           	50230	348	HARDIN              	5158997914	-3	1227	0.8	52659	13530	11500	16015	4	2600	-93.43433	42.32257	17371	42	4
IA	IA0242	STEAMBOAT ROCK PUBLIC LIBRARY                               	511 W  MARKET ST                   	STEAMBOAT ROCK      	50672	416	HARDIN              	6418682300	WWW.STEAMBOATROCK.LIB.IA.US                                                     	829	0.8	24474	5809	3204	3864	2	1040	-93.06707	42.40844	17371	43	4
IA	IA0243	UNION PUBLIC LIBRARY                                        	406 COMMERCIAL ST                  	UNION               	50258	146	HARDIN              	6414865561	WWW.UNION.LIB.IA.US                                                             	1272	1.35	77208	17671	6725	21093	4	1196	-93.063727	42.24428	17371	43	4
IA	IA0244	BODE PUBLIC LIBRARY                                         	114 HUMBOLDT AVE                   	BODE                	50519	122	HUMBOLDT            	5153791258	-3	1362	0.62	20814	5041	5779	2507	8	3536	-94.287531	42.86851	9514	42	4
IA	IA0245	HUMBOLDT PUBLIC LIBRARY                                     	30 N 6TH ST                        	HUMBOLDT            	50548	1799	HUMBOLDT            	5153321925	HUMBOLDTPUBLICLIBRARY.COM                                                       	6213	4.65	235123	30797	41756	82899	7	9776	-94.216048	42.72145	9514	33	4
IA	IA0246	LIVERMORE PUBLIC LIBRARY                                    	402 5TH ST                         	LIVERMORE           	50558	18	HUMBOLDT            	5153792078	WWW.LIVERMORE.LIB.IA.US                                                         	1466	0.08	28821	5002	5515	6896	4	2600	-94.186376	42.8684	9514	42	4
IA	IA0247	ALTA VISTA PUBLIC LIBRARY                                   	203 S WHITE AVE                    	ALTA VISTA          	50603	167	CHICKASAW           	6413646009	-3	1170	0.8	22038	9206	2833	3275	5	1664	-92.416897	43.19732	12121	43	4
IA	IA0248	LUVERNE PUBLIC LIBRARY                                      	113 DEWITT ST                      	LUVERNE             	50560	37	KOSSUTH             	5158823436	WWW.LUVERNE.LIB.IA.US                                                           	745	0.58	29421	8770	8230	10067	5	2080	-94.08444	42.90934	15463	43	4
IA	IA0249	RENWICK PUBLIC LIBRARY                                      	204 STODDARD ST                    	RENWICK             	50577	83	HUMBOLDT            	5158243209	-3	1341	0.67	38222	6331	3224	8669	2	572	-93.974155	42.82891	9514	43	4
IA	IA0250	RUDD PUBLIC LIBRARY                                         	308 CHICKASAW ST                   	RUDD                	50471	305	FLOYD               	6413952385	WWW.RUDD.LIB.IA.US                                                              	1322	0.62	21262	5203	5586	6055	4	2860	-92.902001	43.12808	16183	43	4
IA	IA0251	ALGONA PUBLIC LIBRARY                                       	210 N PHILLIPS                     	ALGONA              	50511	1735	KOSSUTH             	5152955476	M                                                                               	7383	6.39	308342	46322	62535	94027	6	14196	-94.226821	43.07	15463	33	4
IA	IA0252	BANCROFT PUBLIC LIBRARY                                     	208 E RAMSEY ST                    	BANCROFT            	50517	347	KOSSUTH             	5158852753	WWW.BANCROFT.LIB.IA.US                                                          	1416	1.48	67377	17290	24480	27341	3	4472	-94.215413	43.29293	15463	43	4
IA	IA0253	BURT PUBLIC LIBRARY                                         	119 WALNUT ST                      	BURT                	50522	128	KOSSUTH             	5159243680	WWW.BURTIOWA.COM/BURTLIBRARY.HTM                                                	1108	0.67	35144	8225	4445	7424	4	2704	-94.218506	43.19755	15463	42	4
IA	IA0254	LAKOTA PUBLIC LIBRARY                                       	204 3RD ST                         	LAKOTA              	50451	178	KOSSUTH             	5158862312	WWW.LAKOTA.LIB.IA.US                                                            	748	0.63	18781	5090	3894	4207	3	1716	-94.093676	43.38482	15463	43	4
IA	IA0255	SWEA CITY PUBLIC LIBRARY                                    	208 3RD ST  NORTH                  	SWEA CITY           	50590	1013	KOSSUTH             	5152724216	-3	1205	0.53	23394	13787	10210	7358	2	2704	-94.309807	43.38757	15463	43	4
IA	IA0256	TITONKA PUBLIC LIBRARY                                      	136 MAIN ST N                      	TITONKA             	50480	323	KOSSUTH             	5159282509	-3	1143	0.95	29530	8959	8347	18589	6	5980	-94.041335	43.23662	15463	43	4
IA	IA0257	WESLEY PUBLIC LIBRARY                                       	206 MAIN ST                        	WESLEY              	50483	37	KOSSUTH             	5156794214	-3	948	0.6	27182	5538	5125	3008	4	1768	-93.992794	43.08814	15463	43	4
IA	IA0258	WEST BEND PUBLIC LIBRARY                                    	316 S BROADWAY                     	WEST BEND           	50597	46	PALO ALTO           	5158876411	M                                                                               	1473	1	77625	17226	14570	37025	7	4274	-94.445139	42.95767	9345	43	4
IA	IA0259	WHITTEMORE PUBLIC LIBRARY                                   	405 4TH ST                         	WHITTEMORE          	50598	356	KOSSUTH             	5158842680	WWW.WHITTEMORE.LIB.IA.US                                                        	1029	1.35	56471	17019	10515	15155	3	1404	-94.422138	43.06336	15463	42	4
IA	IA0260	CALLENDER HERITAGE PUBLIC LIBRARY                           	505 THOMAS ST                      	CALLENDER           	50523	69	WEBSTER             	5155483803	-3	1169	0.66	30260	12036	4680	4335	2	2080	-94.292954	42.3617	38517	42	4
IA	IA0261	DAYTON PUBLIC LIBRARY                                       	36 W SKILLET ST                    	DAYTON              	50530	378	WEBSTER             	5155472700	M                                                                               	1693	0.73	35783	11595	15699	23056	5	4420	-94.068912	42.26152	38517	42	4
IA	IA0262	FORT DODGE PUBLIC LIBRARY                                   	424 CENTRAL AVE                    	FORT DODGE          	50501	3738	WEBSTER             	5155738167	WWW.FORTDODGEIOWA.ORG/LIBRARY                                                   	29850	10	698378	83458	146041	223234	20	24024	-94.192553	42.50478	38517	33	4
IA	IA0263	GOWRIE PUBLIC LIBRARY                                       	1204 MARKET ST                     	GOWRIE              	50543	137	WEBSTER             	5153523315	WWW.WCCTA.NET/GALLERY/GOWRIELIBRARY                                             	1826	0.87	39958	10820	4212	8325	3	2808	-94.291055	42.28056	38517	43	4
IA	IA0264	HARCOURT PUBLIC LIBRARY                                     	106 W 2ND ST                       	HARCOURT            	50544	358	WEBSTER             	5153545391	-3	1021	0.62	22499	6905	4628	3493	2	1404	-94.176085	42.26269	38517	43	4
IA	IA0265	LEHIGH PUBLIC LIBRARY                                       	241 ELM ST                         	LEHIGH              	50557	138	WEBSTER             	5153592967	WWW.LEHIGH.LIB.IA.US                                                            	1295	0.61	23226	7696	1500	6533	4	780	-94.045811	42.37212	38517	42	4
IA	IA0266	BUFFALO CENTER PUBLIC LIBRARY                               	221 N MAIN ST                      	BUFFALO CENTER      	50424	1037	WINNEBAGO           	6415622546	WWW.BUFFALOCENTER.LIB.IA.US                                                     	1699	0.52	26699	9960	4200	10365	3	2704	-93.946464	43.38718	10901	43	4
IA	IA0267	FOREST CITY PUBLIC LIBRARY                                  	115 E L. ST                        	FOREST CITY         	50436	1401	WINNEBAGO           	6415854542	-3	5098	2.6	158662	20009	22327	39378	5	5720	-93.637917	43.2655	10901	33	4
IA	IA0268	LAKE MILLS PUBLIC LIBRARY                                   	102 S LAKE ST                      	LAKE MILLS          	50450	1506	WINNEBAGO           	6415920092	WWW.LAKEMILLS.LIB.IA.US                                                         	2876	2.28	98155	23365	18533	36410	7	6240	-93.532473	43.41924	10901	43	4
IA	IA0269	RAKE PUBLIC LIBRARY                                         	123 N MAIN ST                      	RAKE                	50465	166	WINNEBAGO           	6412663388	-3	963	0.67	20569	5926	3720	2350	4	2288	-93.918736	43.48342	10901	43	4
IA	IA0270	ROCKFORD PUBLIC LIBRARY                                     	202 W MAIN AVE                     	ROCKFORD            	50468	496	FLOYD               	6417563725	WWW.ROCKFORD.LIB.IA.US                                                          	1878	1	42144	6979	8163	11098	3	2860	-92.948699	43.05231	16183	43	4
IA	IA0271	BELMOND PUBLIC LIBRARY                                      	440 E MAIN ST                      	BELMOND             	50421	1224	WRIGHT              	6414444160	WWW.BELMOND.LIB.IA.US                                                           	3600	2.79	130713	19920	20979	29891	6	6396	-93.612408	42.84591	12903	42	4
IA	IA0272	FENTON PUBLIC LIBRARY                                       	605 MAPLE ST                       	FENTON              	50539	217	KOSSUTH             	5158892333	-3	823	0.58	25265	7316	7016	5825	4	1092	-94.427218	43.2179	15463	43	4
IA	IA0273	CLARION PUBLIC LIBRARY                                      	302 N MAIN                         	CLARION             	50525	1442	WRIGHT              	5155323673	WWW.CLARION.LIB.IA.US                                                           	3874	2.4	133772	21721	21000	30282	5	12480	-93.732831	42.73359	12903	33	4
IA	IA0274	EAGLE GROVE MEMORIAL LIBRARY                                	101 S CADWELL                      	EAGLE GROVE         	50533	2121	WRIGHT              	5154484115	WWW.EAGLEGROVE.LIB.IA.US                                                        	4881	3.6	177757	31078	39492	68138	6	8424	-93.907489	42.66396	12903	33	4
IA	IA0275	ROWAN PUBLIC LIBRARY                                        	101 MAIN ST                        	ROWAN               	50470	5005	WRIGHT              	6418532327	-3	868	0.86	37184	7441	2052	5496	4	832	-93.548016	42.74068	12903	42	4
IA	IA0276	NORA SPRINGS PUBLIC LIBRARY                                 	45 N HAWKEYE                       	NORA SPRINGS        	50458	337	FLOYD               	6417495569	M                                                                               	2584	1.81	57281	8030	21378	14846	9	10400	-93.005581	43.14314	16183	42	4
IA	IA0277	FERTILE PUBLIC LIBRARY                                      	204 W MAIN ST                      	FERTILE             	50434	198	WORTH               	6417972787	WWW.FERTILE.LIB.IA.US                                                           	807	0.88	33905	8967	6060	12005	4	1976	-93.420485	43.26406	7661	42	4
IA	IA0278	GRAFTON PUBLIC LIBRARY                                      	20. 4TH AVE                        	GRAFTON             	50440	25	WORTH               	6417482735	-3	737	0.7	33001	12341	8614	14077	3	1560	-93.069438	43.32797	7661	43	4
IA	IA0279	KINNEY MEMORIAL LIBRARY                                     	214 MAIN ST                        	HANLONTOWN          	50444	58	WORTH               	6418962888	WWW.HANLONTOWN.LIB.IA.US                                                        	676	0.5	21004	5916	3592	5183	3	780	-93.378692	43.28112	7661	42	4
IA	IA0280	JOICE PUBLIC LIBRARY                                        	201 MAIN ST                        	JOICE               	50446	183	WORTH               	6415883330	WWW.JOICE.LIB.IA.US                                                             	678	0.7	35165	6400	10022	9123	16	4160	-93.453991	43.36274	7661	43	4
IA	IA0281	KENSETT PUBLIC LIBRARY                                      	214 5TH ST                         	KENSETT             	50448	55	WORTH               	6418452222	-3	727	0.5	62228	6790	4561	12000	2	1040	-93.208196	43.35433	7661	43	4
IA	IA0282	MANLY PUBLIC LIBRARY                                        	127 S GRANT ST                     	MANLY               	50456	720	WORTH               	6414542982	WWW.MANLY.LIB.IIA.US                                                            	1789	1.28	48794	14148	26376	23373	6	2444	-93.205779	43.28654	7661	42	4
IA	IA0283	NORTHWOOD PUBLIC LIBRARY                                    	906 1ST AVE S                      	NORTHWOOD           	50459	137	WORTH               	6413241340	M                                                                               	2497	1.84	55003	22391	3860	17011	3	2496	-93.219404	43.44316	7661	43	4
IA	IA0284	OSAGE PUBLIC LIBRARY                                        	406 MAIN ST                        	OSAGE               	50461	1125	MITCHELL            	6417323323	M                                                                               	5564	3.65	183368	34496	35930	109031	11	24960	-92.816114	43.28406	10710	33	4
IA	IA0285	RICEVILLE PUBLIC LIBRARY                                    	307 WOODLAND AVE                   	RICEVILLE           	50466	7524	MITCHELL            	6419852273	WWW.RICEVILLE.LIB.IA.US                                                         	1188	1.6	64088	13216	21743	14295	6	6032	-92.554236	43.36189	10710	43	4
IA	IA0286	NISSEN PUBLIC LIBRARY                                       	217 W 5TH ST                       	ST. ANSGAR          	50472	40	MITCHELL            	6417132218	WWW.SAINTANSGAR.LIB.IA.US/                                                      	2494	2.18	89811	8488	3759	18625	4	2496	-92.920712	43.3775	10710	42	4
IA	IA0287	STACYVILLE PUBLIC LIBRARY                                   	106 N BROAD ST                     	STACYVILLE          	50476	219	MITCHELL            	6417102531	WWW.STACYVILLE.LIB.IA.US                                                        	1628	1.4	52846	12234	13158	35628	2	2392	-92.78228	43.43631	10710	42	4
IA	IA0288	CHARLES CITY PUBLIC LIBRARY                                 	106 MILWAUKEE MALL                 	CHARLES CITY        	50616	2281	FLOYD               	6412576319	WWW.CHARLESCITY.GOVOFFICE.COM/LIBRARY                                           	9904	7.6	369886	56043	84315	68246	15	16432	-92.676665	43.06693	16183	33	4
IA	IA0289	MARBLE ROCK PUBLIC LIBRARY                                  	122 S MAIN ST                      	MARBLE ROCK         	50653	236	FLOYD               	6413154480	-3	1211	0.6	13811	5106	5824	7807	4	2548	-92.86839	42.96483	16183	43	4
IA	IA0290	CLARE PUBLIC LIBRARY                                        	119 E FRONT ST                     	CLARE               	50524	5	WEBSTER             	5155466222	-3	829	0.4	18540	9058	1427	2724	1	104	-94.335304	42.58742	38517	42	4
IA	IA0291	BEDFORD PUBLIC LIBRARY                                      	507 JEFFERSON ST                   	BEDFORD             	50833	1314	TAYLOR              	7125232828	WWW.BEDFORD.LIB.IA.US                                                           	3349	1.12	46053	19604	8971	10996	5	3484	-94.720301	40.66797	6298	43	5
IA	IA0292	LENOX PUBLIC LIBRARY                                        	101  N MAIN                        	LENOX               	50851	9526	TAYLOR              	6413334411	-3	2441	2.55	25778	11107	4000	8889	3	1300	-94.558993	40.88166	6298	43	5
IA	IA0293	CORNING PUBLIC LIBRARY                                      	603 9TH ST                         	CORNING             	50841	1304	ADAMS               	6413223866	WWW.CORNING.SWILSA.LIB.IA.US                                                    	3871	2.63	107358	27459	35412	23790	12	22880	-94.735251	40.99086	4040	43	5
IA	IA0294	PRESCOTT PUBLIC LIBRARY                                     	607 2ND ST                         	PRESCOTT            	50859	M   	ADAMS               	6413352238	-3	611	0.5	11781	2484	407	506	2	624	-94.610276	41.02315	4040	43	5
IA	IA0295	SIGOURNEY PUBLIC LIBRARY                                    	720 E JACKSON                      	SIGOURNEY           	52591	1505	KEOKUK              	6416222890	WWW.SIGOURNEY.LIB.IA.US                                                         	4148	1.6	61700	17879	23424	35842	8	6240	-92.197113	41.33686	10697	43	3
IA	IA0296	SOUTH ENGLISH PUBLIC LIBRARY                                	407 IVES ST                        	SOUTH ENGLISH       	52335	162	KEOKUK              	3196672715	-3	635	0.3	5243	6098	3021	2325	2	2756	-92.088653	41.45203	10697	43	3
IA	IA0297	WHAT CHEER PUBLIC LIBRARY                                   	308 S BARNES ST                    	WHAT CHEER          	50268	324	KEOKUK              	6416342859	WWW.WHATCHEER.LIB.IA.US                                                         	1485	0.5	12507	5599	4204	5200	3	1456	-92.354668	41.39985	10697	43	3
IA	IA0298	NEW SHARON PUBLIC LIBRARY                                   	107 W MAPLE                        	NEW SHARON          	50207	92	MAHASKA             	6416374049	-3	2049	1	4085	15349	2989	4248	1	520	-92.651698	41.46883	22321	42	3
IA	IA0299	EDDYVILLE PUBLIC LIBRARY                                    	202 S 2ND ST                       	EDDYVILLE           	52553	399	WAPELLO             	6419694815	WWW.EDDYVILLE.LIB.IA.US                                                         	2028	1.38	60459	10780	29500	15274	5	6916	-92.636661	41.15456	35513	42	2
