StateAbr,LibID,title,Address,City,Zip,Zip4,County,Phone,WebAddr,RelCode,LegBasis,PopLSA,CentralLib,BranchLib,BookMob,Master,Librarians,OtherPaid,TotStaff,LocGvt,StGvt,FedGvt,OtherInc,TotInc,PrintExp,ElecExp,OthMaterial,TotCollExp,TotalExp,BookVol,Ebook,Audio,Video,HrsOpen,Visits,RefTran,RegBor,TotCirc,KidCirc,TotProg,KidProg,TotAtten,KidAtten,GPTerms,PITUsr,Long,Lat,CountyPop,LocaleCode,CongDist
AK,AK0102,EGEGIK VILLAGE LIBRARY,289 AIRPORT WAY,EGEGIK,99579,29,LAKE AND PENINSULA,9072332211,-3,NL,CI1,62,1,0,0,0,0.4,0,0.4,7000,6350,0,0,13350,3793,0,0,3793,14812,5161,0,351,450,875,1060,80,60,2321,854,62,62,160,160,1,300,-157.335327,58.17839,1488,43,0
AK,AK0103,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,388,MATANUSKA-SUSITNA,9077331546,www.matsulibraries.org/trappercreek/,CO,CO1,1441,1,0,0,0,0.75,0.24,0.99,87556,6350,0,2730,96636,14393,0,0,14393,93906,12526,0,954,950,1270,3547,618,426,6351,1962,63,61,676,446,5,1448,-150.321414,61.41243,85458,42,0
AK,AK0104,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,210 TRAILWAY STREET,HOLY CROSS,99602,210,YUKON-KOYUKUK,9074767131,-3,CI,CI1,194,1,0,0,0,0.25,0,0.25,2500,6350,3000,1500,13350,2936,0,1706,4642,13349,4503,0,370,270,480,1000,50,200,1108,1086,2,2,46,46,5,515,-160.443036,62.22932,5701,43,0
AK,AK0113,OUZINKIE TRIBAL MEDIA CENTER,130 THIRD STREET,OUZINKIE,99644,130,KODIAK ISLAND,9076802323,-3,NL,CI1,167,1,0,0,0,0.65,0,0.65,1980,6350,7885,0,16215,3166,0,833,3999,16500,2323,0,3,300,2080,3540,1000,167,1311,440,33,30,113,95,6,1800,-152.508261,57.92122,13049,42,0
AK,AK0114,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,959,ALEUTIANS WEST,9075463324,-3,MJ,CI1,112,1,0,0,0,0.25,0,0.25,8496,6350,6000,4863,25709,3574,0,0,3574,24413,4827,0,0,45,480,1440,8,46,441,96,36,35,316,271,4,544,-169.619142,56.58272,4529,43,0
AK,AK0115,UNALASKA PUBLIC LIBRARY,63 ELEANOR DRIVE,UNALASKA,99685,1370,ALEUTIANS WEST,9075815060,www.unalaska-ak.us/,CI,CI1,3551,1,0,0,1,1,3.5,4.5,537635,6350,0,11405,555390,32914,7874,3714,44502,543985,30323,0,2179,14072,3484,105015,8269,3539,144999,25380,195,159,7769,5821,14,66159,-166.529689,53.87054,4529,41,0
AK,AK0116,ANIAK PUBLIC LIBRARY,270 RIVERFRONT DRIVE,ANIAK,99557,270,BETHEL,9076754435,-3,CI,CI1,494,1,0,0,0,0.25,0,0.25,0,6350,7000,3052,16402,1250,0,2070,3320,12350,4300,0,100,900,600,2600,52,506,1544,518,18,16,128,109,4,1800,-156.683203,61.4908,17236,43,0
AK,AK0117,HYDER PUBLIC LIBRARY,50 MAIN STREET,HYDER,99923,50,PR WALES-OUTER,2506369148,-3,NP,CI1,94,1,0,0,0,0,0,0,0,6350,0,6000,12350,1000,0,2500,3500,8350,7311,0,0,447,480,1250,240,94,1014,375,128,71,584,273,2,275,-130.036515,55.92994,5533,43,0
AK,AK0120,INNOKO RIVER COMMUNITY/SCHOOL LIBRARY,101 PINE STREET,SHAGELUK,99665,49,YUKON-KOYUKUK,9074738206,shx.schoolaccess.net/,CI,CI1,102,1,0,0,0,0.5,0,0.5,2165,6350,4823,1000,14338,2079,2874,0,4953,13922,3774,0,25,190,1000,2000,300,102,1041,890,37,32,306,270,3,1250,-159.798143,62.64145,5701,43,0
AK,AK0121,ANVIK COMMUNITY/SCHOOL LIBRARY,1 AIRPORT ROAD,ANVIK,99558,90,YUKON-KOYUKUK,9076636348,-3,CI,CI1,84,1,0,0,0,0.25,0,0.25,1250,6350,5746,4,13350,3636,0,1163,4799,13350,3947,0,100,110,480,1240,40,80,477,0,12,12,130,130,4,900,-160.128556,63.27254,5701,43,0
AK,AK0122,GRAYLING COMMUNITY/SCHOOL LIBRARY,DAVID LOUIS SCHOOL BUILDING,GRAYLING,99590,90,YUKON-KOYUKUK,9074535135,-3,CI,CI1,152,1,0,0,0,0.25,0,0.25,1250,6350,6014,0,13614,3770,0,1526,5296,13614,6512,0,114,395,480,1315,615,164,503,169,21,21,195,195,3,860,-159.683027,64.07926,5701,43,0
AK,AK0123,KLAWOCK PUBLIC LIBRARY,615 NORTH PARK STREET,KLAWOCK,99925,469,PR WALES-OUTER,9077552261,-3,CI,CI1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-132.958135,55.554748,5533,43,0
AK,AK0124,LAKE MINCHUMINA COMMUNITY LIBRARY,123 AIRPORT WAY,LAKE MIN,99757,50,YUKON-KOYUKUK,9076743211,lma.mystarband.net/,NP,CI1,17,1,0,0,0,0,0,0,0,6350,0,1278,7628,3761,0,357,4118,7157,3935,0,195,480,624,788,416,62,2627,881,45,5,231,48,2,618,-152.385396,63.8005,5701,43,0
AK,AK0126,IGIUGIG TRIBAL LIBRARY,1 AIRPORT ROAD,IGIUGIG,99613,4008,LAKE AND PENINSULA,9075333211,-3,NL,CI1,40,1,0,0,0.1,0.26,0.1,0.36,6677,6350,7000,0,20027,3036,0,1187,4223,19521,7228,0,167,398,490,1016,133,62,1495,922,31,23,80,61,6,540,-156.48296,58.73102,1488,43,0
AK,AK0127,COFFMAN COVE COMMUNITY LIBRARY,106 DENALI ALLEY,COFFMAN COVE,99918,135,PR WALES-OUTER KE,9073292233,-3,CI,CI1,141,1,0,0,0,0,0,0,6500,6350,0,1350,14200,6229,289,0,6518,13564,12519,0,0,0,2920,4932,189,147,4961,942,40,40,342,342,4,3444,-131.696402,55.35655,5533,33,0
AK,AK0129,MOUNTAIN VILLAGE PUBLIC LIBRARY,1 SAINT MARY'S HIGHWAY,MOUNTAIN VILLAGE,99632,85,WADE HAMPTON,9075912970,-3,CI,CI1,765,1,0,0,0,0,0,0,0,6350,5300,0,11650,4750,500,500,5750,11000,4400,0,794,350,1100,870,30,300,1480,600,4,4,40,40,0,0,-164.537503,62.1696,7717,43,0
AK,AK0130,THORNE BAY PUBLIC LIBRARY,120 FREEMAN DRIVE,THORNE BAY,99919,489,PR WALES-OUTER KE,9078283303,-3,CI,CI1,440,1,0,0,0,0.43,0,0.43,19643,6350,1000,0,26993,2962,100,470,3532,23143,4140,0,123,855,1278,2417,272,323,3924,1281,51,30,605,429,2,988,-132.52418,55.68823,5533,43,0
AK,AK0133,PILOT POINT TRIBAL LIBRARY,2200 MAIN STREET,PILOT POINT,99649,449,LAKE AND PENINSULA,9077972208,-3,NL,CI1,72,1,0,0,0,0.4,0.03,0.43,4000,6350,6000,0,16350,1271,1140,0,2411,16612,1317,0,20,60,1020,1357,160,90,1396,598,23,20,118,82,1,810,-157.384464,57.52567,1488,43,0
AK,AK0134,WHALE PASS COMMUNITY LIBRARY,BEACH ROAD LOT 3 BLOCK 14,WHALE PASS,99950,2080,PR WALES-OUTER KE,9078465226,-3,CI,CI1,48,1,0,0,0,0,0,0,0,6350,662,2156,9168,1557,11,1806,3374,7444,4787,0,304,1615,626,1360,73,112,1798,603,15,11,138,109,2,801,-132.878786,55.76289,5533,43,0
AK,AK0135,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,SECOND AVENUE AND G STREET,TOGIAK,99678,353,DILLINGHAM,9074935566,-3,NP,CI1,802,1,0,0,0,0,0,0,300,6350,6000,17000,29650,6746,0,0,6746,24420,6100,0,0,155,1500,832,325,325,855,644,10,10,75,75,2,235,-160.391925,59.06007,4933,43,0
AK,AK0136,SCAMMON BAY PUBLIC LIBRARY,101 ASKINUK STREET,SCAMMON BAY,99662,110,WADE HAMPTON,9075585400,-3,CI,CI1,533,1,0,0,0,0,0,0,0,6350,6000,0,12350,2727,0,0,2727,10712,3500,0,200,30,1200,1000,3,533,150,55,3,1,32,15,1,600,-165.080055,61.79161,7717,43,0

