StateAbr	LibID	LibName	Address	City	Zip	Zip4	County	Phone	WebAddr	RelCode	LegBasis	PopLSA	CentralLib	BranchLib	BookMob	Master	Librarians	OtherPaid	TotStaff	LocGvt	StGvt	FedGvt	OtherInc	TotInc	PrintExp	ElecExp	OthMaterial	TotCollExp	TotalExp	BookVol	Ebook	Audio	Video	HrsOpen	Visits	RefTran	RegBor	TotCirc	KidCirc	TotProg	KidProg	TotAtten	KidAtten	GPTerms	PITUsr	Long	Lat	CountyPop	LocaleCode	CongDist
IL	IL0337	MIDLOTHIAN PUBLIC LIBRARY                                   	14701 SOUTH KENTON AVENUE          	MIDLOTHIAN          	60445	2575	COOK                	7085352027	www.midlothianlibrary.org                                                       	CI	OTH	14315	1	0	0	2	2.88	7.45	10.33	612836	18829	0	96997	728662	65663	14059	11343	91065	677908	59217	0	1486	2183	3068	99840	2720	15107	96293	41965	207	177	6820	6463	7	14722	-87.732367	41.62522	5294664	21	1
IL	IL0338	MILFORD DISTRICT LIBRARY                                    	2 SOUTH GRANT AVENUE               	MILFORD             	60953	1310	IROQUOIS            	8158894722	-3	LD	OTH	2549	1	0	0	0	1	0.5	1.5	57226	6376	0	3397	66999	6558	0	200	6758	64222	17284	0	360	959	2444	16835	796	1138	18902	3982	40	15	781	246	4	2250	-87.693079	40.62829	30285	42	15
IL	IL0339	WYSOX TOWNSHIP PUBLIC LIBRARY                               	18 WEST FIFTH STREET               	MILLEDGEVILLE       	61051	9416	CARROLL             	8152257572	-3	CI	OTH	1465	1	0	0	0.75	0.75	0	0.75	25982	2203	3321	0	31506	2724	0	0	2724	18496	10492	0	244	326	1530	3546	166	705	4620	1917	114	23	693	184	2	709	-89.773703	41.96384	15841	42	16
IL	IL0340	MILLSTADT LIBRARY                                           	115 WEST LAUREL STREET             	MILLSTADT           	62260	1925	ST. CLAIR           	6184761887	-3	CI	OTH	3574	1	0	0	0	0.5	1.45	1.95	96238	0	0	6794	103032	8662	0	2079	10741	74188	12470	0	645	0	2069	14446	200	1108	13753	4162	16	16	384	384	4	3580	-90.09295	38.45896	262291	31	12
IL	IL0341	MINERAL-GOLD PUBLIC LIBRARY DISTRICT                        	120 EAST MAIN STREET               	MINERAL             	61344	87	BUREAU              	3092883971	M                                                                               	LD	OTH	720	1	0	0	0	1.65	0	1.65	33033	1621	282	615	35551	4301	0	125	4426	40784	15411	0	205	332	1560	3354	272	466	4046	1482	66	6	507	117	3	772	-89.837786	41.38257	34933	42	11
IL	IL0342	H.A. PEINE DISTRICT LIBRARY                                 	202 NORTH MAIN STREET              	MINIER              	61759	19	TAZEWELL            	3093923220	-3	LD	OTH	1590	1	0	0	0	0.75	0.3	1.05	45185	3597	0	51568	100350	6697	1320	1490	9507	58876	14720	0	442	547	2184	10154	495	1146	13186	5064	17	17	433	433	2	2067	-89.3147	40.43236	131524	42	18
IL	IL0343	FILGER PUBLIC LIBRARY                                       	261 EAST FIFTH STREET              	MINONK              	61760	1303	WOODFORD            	3094322929	M                                                                               	CI	CI1	2168	1	0	0	0	0.78	0.85	1.63	52408	7408	0	14973	74789	9016	0	539	9555	77648	30289	0	631	619	2080	14331	1393	1360	16126	6669	79	75	1712	1649	3	1541	-89.030812	40.90197	38503	42	11
IL	IL0344	MOKENA COMMUNITY PUBLIC LIBRARY DISTRICT                    	11327 WEST 195TH STREET            	MOKENA              	60448	1311	WILL                	7084799663	www.mokena.lib.il.us/                                                           	LD	OTH	19444	1	0	0	0	5	13.89	18.89	1969769	39702	0	110122	2119593	176356	39237	72218	287811	1838647	99322	0	3933	6984	3524	121695	10589	9764	185047	91096	539	462	13370	10542	31	43146	-87.891973	41.53509	681097	21	11
IL	IL0345	MOLINE PUBLIC LIBRARY                                       	3210 41ST STREET                   	MOLINE              	61265	2131	ROCK ISLAND         	3097626883	www.molinelibrary.com                                                           	CI	CI1	43768	1	1	0	10	10	22.35	32.35	2639848	90320	0	90020	2820188	254185	35096	42686	331967	2826031	169895	11525	8659	11228	3354	373562	36816	27115	498703	168016	516	416	16628	14673	37	57713	-90.478994	41.4811	146886	13	17
IL	IL0346	EDWARD CHIPMAN PUBLIC LIBRARY                               	126 NORTH LOCUST STREET            	MOMENCE             	60954	1508	KANKAKEE            	8154722581	edwardchipman.lib.il.us                                                         	LD	OTH	6723	1	0	0	0	1.58	0.25	1.83	81036	8140	0	11111	100287	11271	0	1350	12621	71984	22201	0	613	551	1794	13728	848	2248	12664	3563	5	3	499	287	5	1665	-87.661249	41.16337	112524	31	11
IL	IL0347	MONTICELLO TOWNSHIP LIBRARY                                 	201 NORTH STATE STREET             	MONTICELLO          	61856	1639	PIATT               	2177624676	www.monticellolibrary.org                                                       	CI	OTH	5604	1	0	0	0.93	3.71	1.46	5.17	154488	208514	0	39528	402530	50383	0	18497	68880	342202	31576	0	3203	1142	3276	492580	905	4171	81791	19789	30	28	2937	2829	4	3852	-88.571761	40.02619	16505	32	15
IL	IL0348	MOORE MEMORIAL LIBRARY DISTRICT                             	509 MAIN STREET                    	HILLSDALE           	61257	325	ROCK ISLAND         	3096582666	hillsdale.lib.il.us                                                             	LD	OTH	864	1	0	0	0	0.55	0.08	0.63	15242	1321	0	2798	19361	2353	385	296	3034	20419	6290	0	138	435	1290	1882	39	354	2856	1497	9	6	72	53	3	798	-90.172971	41.61363	146886	42	17
IL	IL0349	MORRIS AREA PUBLIC LIBRARY DISTRICT                         	604 LIBERTY STREET                 	MORRIS              	60450	1850	GRUNDY              	8159426880	www.morrislibrary.com                                                           	LD	OTH	16763	1	0	0	2.2	2.2	7.85	10.05	599482	43978	0	150123	793583	74958	1695	20819	97472	674748	58501	0	2899	5243	3276	69782	5885	7937	197032	81388	172	144	3995	2987	23	30400	-88.423852	41.36119	47958	32	11
IL	IL0350	ODELL PUBLIC LIBRARY                                        	307 SOUTH MADISON STREET           	MORRISON            	61270	2724	WHITESIDE           	8157727323	www.odell.lib.il.us                                                             	CI	CI1	4447	1	0	0	0.88	0.88	1.01	1.89	70413	5384	0	231219	307016	14815	200	388	15403	102987	38363	2555	228	1320	2340	63200	448	2918	45913	16944	57	50	1756	1700	13	12221	-89.965481	41.80607	59153	32	16
IL	IL0351	KITCHELL MEMORIAL LIBRARY                                   	300 SOUTH EAST 5TH STREET          	MORRISONVILLE       	62546	49	CHRISTIAN           	2175264553	www.morrisonville.lib.il.us                                                     	CI	OTH	1272	1	0	0	0.63	0.83	0.25	1.08	23421	2381	864	11678	38344	1976	0	1017	2993	30216	9222	0	92	1380	1300	6025	6073	796	6180	3055	47	35	628	575	7	650	-89.460138	39.42039	34501	42	19
IL	IL0352	MORTON PUBLIC LIBRARY DISTRICT                              	315 WEST PERSHING STREET           	MORTON              	61550	1854	TAZEWELL            	3092632200	www.mortonlibrary.org                                                           	LD	OTH	16670	1	0	0	2.25	5.3	6.66	11.96	567429	92538	0	98937	758904	77545	5384	42624	125553	655984	84325	4906	9791	7272	3380	168712	15132	7351	255854	93309	214	162	9430	8656	26	21035	-89.46307	40.61217	131524	22	18
IL	IL0353	MORTON GROVE PUBLIC LIBRARY                                 	6140 LINCOLN AVENUE                	MORTON GROVE        	60053	2965	COOK                	8479654220	www.webrary.org                                                                 	CI	OTH	22451	1	0	0	14.84	14.84	18.16	33	2210623	56250	0	110851	2377724	173613	77285	41995	292893	2336716	123281	2399	8235	5057	3588	168764	21175	9612	305938	147876	1034	717	29614	18556	10	19292	-87.780234	42.03536	5294664	21	9
IL	IL0354	MOUND CITY PUBLIC LIBRARY                                   	224 HIGH STREET                    	MOUND CITY          	62963	1120	PULASKI             	6187489427	-3	CI	CI1	692	1	0	0	0	0	0	0	26811	1781	0	3815	32407	3615	170	861	4646	14254	7234	0	626	514	1557	4321	507	432	6309	2178	19	14	329	263	2	1139	-89.165477	37.08508	6362	42	12
IL	IL0355	MOUNDS PUBLIC LIBRARY                                       	418 FIRST STREET                   	MOUNDS              	62964	1208	PULASKI             	6187456610	-3	CI	CI1	1117	1	0	0	0.6	0.6	0	0.6	5370	1964	0	5790	13124	66	0	0	66	22976	9908	0	114	126	1040	4775	293	505	4775	2081	6	5	575	503	2	316	-89.196171	37.11427	6362	42	12
IL	IL0356	MOUNT CARMEL PUBLIC LIBRARY                                 	727 NORTH MULBERRY STREET          	MOUNT CARMEL        	62863	2047	WABASH              	6182633531	www.sirin.lib.il.us/docs/mcp/docs/lib/index.html                                	CI	CI1	7982	1	0	0	1	4.13	0	4.13	142551	26917	4079	53394	226941	26268	25839	6582	58689	187096	61453	0	1315	2012	1874	59913	9768	3532	99353	16609	4	3	728	553	14	14504	-87.761722	38.41417	12047	32	15
IL	IL0357	MOUNT CARROLL TOWNSHIP PUBLIC LIBRARY                       	208 NORTH MAIN STREET              	MOUNT CARROLL       	61053	1022	CARROLL             	8152441751	www.mountcarrollpubliclibrary.org                                               	CI	CI1	2473	1	0	0	0	0	0.81	0.81	56100	3026	0	0	59126	11406	1603	0	13009	87109	0	0	370	751	1456	14988	8	779	10193	2424	31	9	157	60	4	2821	-89.978876	42.09848	15841	42	16
IL	IL0358	MOUNT MORRIS PUBLIC LIBRARY                                 	105 SOUTH MCKENDRIE AVENUE         	MOUNT MORRIS        	61054	1417	OGLE                	8157344927	www.mtmorris-il.org                                                             	CI	OTH	3013	1	0	0	0.73	0.73	2.05	2.78	71784	11268	6560	24033	113645	10234	525	4009	14768	118865	24211	363	1174	1241	2378	19587	2397	1640	28680	11749	66	42	1362	827	10	6213	-89.43189	42.04766	55167	32	16
IL	IL0359	MOUNT OLIVE PUBLIC LIBRARY                                  	100 NORTH PLUM STREET              	MOUNT OLIVE         	62069	1755	MACOUPIN            	2179997311	www.mtolivepubliclibrary.org                                                    	CI	CI1	2150	1	0	0	0	1.33	0.1	1.43	18724	2702	0	8527	29953	3822	0	310	4132	26697	30917	0	210	800	1380	11370	431	550	13168	4077	21	18	256	230	3	523	-89.725975	39.07222	48138	42	17
IL	IL0360	MOUNT PROSPECT PUBLIC LIBRARY                               	10 SOUTH EMERSON STREET            	MOUNT PROSPECT      	60056	3218	COOK                	8472535675	www.mppl.org                                                                    	CI	OTH	56265	1	0	0	23.8	48.96	48.53	97.49	7063329	126893	0	372622	7562844	387828	109952	128187	625967	5970295	371679	974	25137	24174	4056	434726	184802	58122	809828	325253	970	648	30249	22148	90	184088	-87.935428	42.06595	5294664	21	6
IL	IL0361	MOUNT PULASKI PUBLIC LIBRARY DISTRICT                       	320 NORTH WASHINGTON STREET        	MOUNT PULASKI       	62548	1151	LOGAN               	2177925919	-3	LD	OTH	3167	1	0	0	0	1.43	1.41	2.84	92426	10438	0	12859	115723	15098	2446	3211	20755	108134	14988	0	521	790	2370	20600	2080	1608	36660	13294	32	27	983	880	7	4030	-89.285125	40.011	29788	42	18
IL	IL0362	BROWN COUNTY PUBLIC LIBRARY DISTRICT                        	143 WEST MAIN STREET               	MOUNT STERLING      	62353	1223	BROWN               	2177732013	-3	LD	OTH	6942	1	1	0	0	2.15	0.75	2.9	96750	13862	0	9540	120152	15288	0	6622	21910	105603	26144	0	1079	912	3120	23712	141	3207	23618	7013	43	41	922	765	9	3890	-90.765659	39.98581	6573	33	18
IL	IL0363	C.E. BREHM MEMORIAL PUBLIC LIBRARY DISTRICT                 	101 SOUTH SEVENTH STREET           	MOUNT VERNON        	62864	4187	JEFFERSON           	6182426322	www.mtvbrehm.lib.il.us                                                          	LD	OTH	39013	1	0	0	1	6	6.23	12.23	652714	64988	6229	50154	774085	74526	24523	10147	109196	712787	76148	2065	3178	1928	3634	56498	9751	14958	134228	30355	67	41	2013	1705	14	15134	-88.899064	38.31795	40083	33	19
IL	IL0364	MOUNT ZION PUBLIC LIBRARY DISTRICT                          	115 WEST MAIN STREET               	MOUNT ZION          	62549	1534	MACON               	2178643622	www.mtzion.lib.il.us                                                            	LD	OTH	11772	1	0	0	1	5	1	6	348344	22820	0	13525	384689	31686	0	3367	35053	581221	37383	0	5996	3096	3016	81489	1439	10547	83142	27652	78	78	3991	3927	7	6236	-88.869356	39.77002	108328	23	15
IL	IL0365	MOWEAQUA PUBLIC LIBRARY DISTRICT                            	600 NORTH PUTNAM STREET            	MOWEAQUA            	62550	9418	SHELBY              	2177684700	www.moweaqua.lib.il.us                                                          	LD	OTH	2640	1	0	0	0.55	0.93	0.18	1.11	49000	3230	60000	6000	118230	5000	0	2000	7000	77401	12097	0	735	2668	1768	16432	600	1290	31253	13234	56	45	650	500	3	1434	-89.015289	39.62916	21748	42	19
IL	IL0366	SALLIE LOGAN PUBLIC LIBRARY                                 	1808 WALNUT STREET                 	MURPHYSBORO         	62966	1908	JACKSON             	6186843271	www.murphysboro.lib.il.us                                                       	CI	CI1	8694	1	0	0	0	2	2.73	4.73	184601	4785	4139	47399	240924	29659	1345	5278	36282	222746	53811	787	2974	2063	2808	29621	756	4642	60660	15311	42	42	723	723	4	8906	-89.342717	37.76432	58264	33	12
IL	IL0367	NANCY L. MCCONATHY PUBLIC LIBRARY DISTRICT                  	21737 JEFFREY AVENUE               	SAUK VILLAGE        	60411	4404	COOK                	7087574771	www.at-the-library.org                                                          	LD	OTH	10411	1	0	0	0.94	1.88	1.9	3.78	245876	15420	0	29480	290776	24852	750	1020	26622	278074	35106	0	825	1558	2756	42137	29129	1692	43601	13874	106	71	1669	1256	6	7290	-87.573541	41.49281	5294664	21	2
IL	IL0368	NAPERVILLE PUBLIC LIBRARY                                   	200 WEST JEFFERSON AVENUE          	NAPERVILLE          	60540	5351	DUPAGE              	6309614100	www.naperville-lib.org                                                          	CI	CI1	136380	1	2	0	30.25	33.25	155.38	188.63	14026004	398540	0	1226334	15650878	1286548	638000	730820	2655368	14860588	617135	9241	70575	61739	11083	1529744	305636	90761	4432349	2154360	1623	1414	86822	76490	233	854390	-88.1514	41.77302	930528	12	13
IL	IL0369	NASHVILLE PUBLIC LIBRARY                                    	219 EAST ELM STREET                	NASHVILLE           	62263	1711	WASHINGTON          	6183273827	www.nashville.lib.il.us                                                         	CI	CI1	3147	1	0	0	0	2.23	0	2.23	69945	6326	3271	9738	89280	7840	0	2474	10314	89817	15289	0	642	46	2340	21024	1060	551	16970	6013	49	36	1140	805	8	9003	-89.381541	38.34452	14728	32	19
IL	IL0370	NAUVOO PUBLIC LIBRARY                                       	1270 MULHOLLAND STREET             	NAUVOO              	62354	276	HANCOCK             	2174532707	www.nauvoo.lib.il.us/                                                           	CI	CI1	1071	1	0	0	0	1.2	0	1.2	27086	2678	0	4146	33910	3835	0	0	3835	36006	9523	0	53	157	2100	13772	5720	201	11340	5656	26	17	1470	1301	4	1985	-91.382312	40.54975	18691	42	17
IL	IL0371	NEOGA PUBLIC LIBRARY DISTRICT                               	550 CHESTNUT AVENUE                	NEOGA               	62447	888	CUMBERLAND          	2178953944	M                                                                               	LD	OTH	3474	1	0	0	0	0.5	1.28	1.78	60363	6443	0	13875	80681	4890	2432	1524	8846	67472	16110	0	368	748	1872	10915	172	1327	13612	1508	38	38	340	340	3	2410	-88.453595	39.3189	10846	42	15
IL	IL0372	NEPONSET PUBLIC LIBRARY                                     	201 WEST COMMERICAL STREET         	NEPONSET            	61345	110	BUREAU              	3095942204	-3	CI	OTH	819	1	0	0	0	0.48	0	0.48	51669	1560	0	0	53229	5470	0	237	5707	54659	16019	0	85	366	1404	7800	1273	429	2991	1406	7	5	85	49	2	457	-89.791001	41.2965	34933	42	11
IL	IL0373	NEW ATHENS DISTRICT LIBRARY                                 	201 NORTH VAN BUREN STREET         	NEW ATHENS          	62264	1024	ST. CLAIR           	6184753255	M                                                                               	LD	OTH	4032	1	0	0	0	0.38	0.6	0.98	89330	17849	0	3695	110874	20000	3000	5000	28000	116250	15661	0	232	467	1716	17160	4940	2416	12512	3050	15	13	375	350	7	8384	-89.878378	38.32677	262291	42	12
IL	IL0374	NEW BADEN PUBLIC LIBRARY                                    	210 NORTH FIRST STREET             	NEW BADEN           	62265	1357	CLINTON             	6185884554	www.newbaden.lib.il.us                                                          	CI	OTH	3001	1	0	0	0	0.49	0.75	1.24	85303	0	0	0	85303	8224	0	0	8224	44881	16956	0	684	663	1832	6751	2184	780	5325	1466	5	3	291	280	5	1876	-89.699694	38.53765	36711	31	19
IL	IL0375	NEW LENOX PUBLIC LIBRARY DISTRICT                           	120 VETERANS PARKWAY               	NEW LENOX           	60451	2390	WILL                	8154852605	www.newlenoxlibrary.org                                                         	LD	OTH	32834	1	0	0	3.5	5.55	19.63	25.18	1328989	58756	0	184405	1572150	122285	13758	28115	164158	1695244	141375	0	5019	4491	2370	170497	23099	22768	315263	148036	511	390	12203	10810	31	49901	-87.979342	41.51364	681097	21	11
IL	IL0376	NEW WINDSOR PUBLIC LIBRARY DISTRICT                         	412 MAIN STREET                    	NEW WINDSOR         	61465	220	MERCER              	3096672515	-3	LD	OTH	1267	1	0	0	0.63	1.03	0	1.03	29008	1535	0	9510	40053	6670	0	6906	13576	40002	9689	0	282	478	1560	4504	38	781	4563	814	6	6	112	112	4	896	-90.442267	41.20235	16481	42	17
IL	IL0378	NEWTON PUBLIC LIBRARY DISTRICT                              	100 SOUTH VAN BUREN STREET         	NEWTON              	62448	1559	JASPER              	6187838141	M                                                                               	LD	OTH	4852	1	0	0	0	0.88	0.73	1.61	256566	5874	5532	27965	295937	28500	0	0	28500	243429	18603	0	914	216	2184	12400	2013	1671	24660	9013	131	23	3108	1100	5	4453	-88.161207	38.99083	9698	33	19
IL	IL0379	NILES PUBLIC LIBRARY DISTRICT                               	6960 OAKTON STREET                 	NILES               	60714	3098	COOK                	8476631234	www.nileslibrary.org                                                            	LD	OTH	58218	1	0	0	21.75	28.54	17.3	45.84	6746568	227159	0	328320	7302047	315355	84923	141391	541669	5290122	216435	0	15585	17355	3536	433177	116595	27911	1128344	452566	890	597	33754	28251	39	104620	-87.800553	42.02644	5294664	21	9
IL	IL0380	NIPPERSINK PUBLIC LIBRARY DISTRICT                          	5418 HILL ROAD                     	RICHMOND            	60071	9750	MCHENRY             	8156784014	www.nippersinklibrary.org                                                       	LD	OTH	8931	1	0	0	1.88	1.88	5.83	7.71	487736	22755	9186	35060	554737	36396	5309	14944	56649	535570	44065	0	1107	2383	3536	58363	2193	6619	83054	35481	143	108	2329	1921	12	12588	-88.302119	42.46497	318641	41	8
IL	IL0381	NOKOMIS PUBLIC LIBRARY                                      	22 SOUTH CEDAR STREET              	NOKOMIS             	62075	1663	MONTGOMERY          	2175632734	-3	CI	OTH	3079	1	0	0	0	1.45	0.4	1.85	32554	6235	8900	28963	76652	10289	524	4670	15483	74648	18527	0	622	2937	2496	9360	2236	2143	30315	14647	14	12	762	712	5	1976	-89.287214	39.29976	29773	32	19
IL	IL0382	NORMAL PUBLIC LIBRARY                                       	206 WEST COLLEGE AVENUE            	NORMAL              	61761	325	MCLEAN              	3094521757	www.normal-library.org                                                          	CI	OTH	50519	1	0	0	12.5	14.5	21.76	36.26	2356444	196201	4250	116635	2673530	212388	72772	64677	349837	2681979	151504	0	13680	10245	3536	215990	1708	16788	529045	222863	511	426	28582	26767	30	28645	-88.986039	40.51038	165298	13	11
IL	IL0383	NORRIS CITY MEMORIAL PUBLIC LIBRARY DISTRICT                	603 SOUTH DIVISION STREET          	NORRIS CITY         	62869	1516	WHITE               	6183783713	-3	LD	OTH	4504	1	1	0	0	1.38	0.38	1.76	63800	7022	1009	1250	73081	5393	0	560	5953	76536	25355	0	1038	361	2704	18512	4380	2593	27478	3203	11	9	1146	1136	7	3550	-88.328869	37.976	14671	42	19
IL	IL0384	MESSENGER PUBLIC LIBRARY OF NORTH AURORA                    	113 OAK STREET                     	NORTH AURORA        	60542	1108	KANE                	6308960240	www.messengerpl.org                                                             	CI	OTH	15893	1	0	0	5.48	6.98	8.2	15.18	1082066	28690	8567	108363	1227686	94513	13858	38235	146606	1082874	77133	0	4097	5919	3216	154778	16907	10152	192207	98617	301	267	3781	3019	18	19685	-88.328729	41.80794	507579	21	14
IL	IL0385	NORTH CHICAGO PUBLIC LIBRARY                                	2100 ARGONNE DRIVE                 	NORTH CHICAGO       	60064	2439	LAKE                	8476890125	www.ncplibrary.org                                                              	CI	CI1	34068	1	0	0	0.88	1.76	6.38	8.14	553850	71693	0	0	625543	52649	9300	114600	176549	555153	50633	160	2154	3105	3042	43487	2013	15394	20055	8328	25	18	1392	1269	21	17946	-87.857442	42.32515	712453	21	10
IL	IL0386	NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT                     	2400 SOUTH DES PLAINES AVENUE      	NORTH RIVERSIDE     	60546	1520	COOK                	7084470869	www.northriversidelibrary.org/                                                  	LD	OTH	6688	1	0	0	1.75	4.5	9.55	14.05	724964	8097	0	39778	772839	54008	9151	15100	78259	752578	36309	0	2633	2806	3164	72500	12168	4380	68021	27524	229	150	4688	3164	14	22555	-87.82312	41.84712	5294664	21	3
IL	IL0387	NORTH SUBURBAN PUBLIC LIBRARY DISTRICT                      	6340 NORTH SECOND STREET           	LOVES PARK          	61111	4166	WINNEBAGO           	8156334247	www.northsuburbanlibrary.org                                                    	LD	OTH	65655	1	1	0	7.55	8.05	25.7	33.75	2742783	240229	309	178968	3162289	275377	33524	64951	373852	3033284	247060	6299	9164	11599	6448	354766	18446	25443	576136	233911	951	896	21521	20487	60	68677	-89.058039	42.3224	300252	21	16
IL	IL0388	NORTHBROOK PUBLIC LIBRARY                                   	1201 CEDAR LANE                    	NORTHBROOK          	60062	4513	COOK                	8472726224	www.northbrook.info                                                             	CI	OTH	34419	1	0	0	22.33	22.33	38.08	60.41	4509410	211200	0	385322	5105932	488468	124611	88014	701093	4838624	282786	0	24540	15280	3588	436224	115111	26049	808859	301344	583	221	44213	21996	22	55462	-87.831539	42.13095	5294664	21	10
IL	IL0389	NORTHLAKE PUBLIC LIBRARY DISTRICT                           	231 NORTH WOLF ROAD                	NORTHLAKE           	60164	1648	COOK                	7085622301	www.northlakelibrary.org                                                        	LD	OTH	26653	1	0	0	5.54	9.7	7.63	17.33	1855537	100218	0	193043	2148798	134342	36173	22609	193124	2432169	79577	4021	3895	3177	3410	111240	16640	16330	192676	73909	236	164	8455	7658	28	49407	-87.903287	41.91097	5294664	21	5
IL	IL0390	OAK BROOK PUBLIC LIBRARY                                    	600 OAK BROOK ROAD                 	OAK BROOK           	60523	2202	DUPAGE              	6303687700	www.oak-brook.lib.il.us                                                         	CI	OTH	8702	1	0	0	5.88	6.88	10.45	17.33	1354725	0	0	65752	1420477	134430	32265	33150	199845	1354725	83463	0	6511	5231	3236	95756	24140	6201	95460	34730	327	184	4328	2522	20	43992	-87.937682	41.83278	930528	21	13
IL	IL0391	OAK LAWN PUBLIC LIBRARY                                     	9427 SOUTH RAYMOND AVENUE          	OAK LAWN            	60453	2466	COOK                	7084224990	www.oaklawnlibrary.org                                                          	CI	OTH	55245	1	0	0	16.9	16.9	43.11	60.01	4190095	175300	8210	190612	4564217	421200	83893	117509	622602	4247729	316815	768	19460	14144	3391	441026	75637	52836	505136	146195	546	409	34095	28448	70	69179	-87.752682	41.72096	5294664	21	3
IL	IL0392	OAK PARK PUBLIC LIBRARY                                     	834 LAKE STREET                    	OAK PARK            	60301	1398	COOK                	7083838200	www.oppl.org                                                                    	CI	OTH	52524	1	2	0	25.9	25.9	37.96	63.86	6960553	226250	0	462019	7648822	422547	118278	142841	683666	7972689	269220	7909	22510	16460	8944	869548	131776	46830	1132763	437621	523	407	19538	14521	68	92010	-87.796156	41.88869	5294664	21	7
IL	IL0393	OAKWOOD PUBLIC LIBRARY DISTRICT                             	110 EAST FINLEY STREET             	OAKWOOD             	61858	99	VERMILION           	2173544777	M                                                                               	LD	OTH	7167	1	0	0	0.94	0.94	1.18	2.12	145146	8769	0	11305	165220	25037	0	7390	32427	148851	19717	0	1219	1023	2260	32556	8158	2771	27627	10607	189	137	1790	1649	2	2463	-87.778533	40.11461	80680	41	15
IL	IL0394	ODELL PUBLIC LIBRARY DISTRICT                               	301 EAST RICHARD STREET            	ODELL               	60460	347	LIVINGSTON          	8159982012	www.odelllibrary.com                                                            	LD	OTH	1404	1	0	0	0	0.65	0.81	1.46	52560	4591	29000	5775	91926	5291	1000	3668	9959	90814	20299	0	593	1024	1352	10652	2132	940	12341	2206	127	79	5568	4433	4	1014	-88.521214	41.00258	37681	42	15
IL	IL0395	O'FALLON PUBLIC LIBRARY                                     	120 CIVIC PLAZA                    	O'FALLON            	62269	2692	ST. CLAIR           	6186323783	www.ofallonlibrary.org                                                          	CI	CI1	25791	1	0	0	2.63	3.51	7.2	10.71	774460	38414	0	80843	893717	70578	9970	8768	89316	758020	64175	0	4837	4254	3016	115399	1532	9361	243789	134293	76	60	3361	3245	9	16700	-89.911705	38.58238	262291	21	12
IL	IL0396	OGDEN ROSE PUBLIC LIBRARY                                   	103 WEST MAIN STREET               	OGDEN               	61859	297	CHAMPAIGN           	2175822411	home.comcast.net/~roselibrary/                                                  	CI	OTH	743	1	0	0	0	0	0.73	0.73	32284	909	0	0	33193	1906	0	132	2038	31745	15580	0	287	710	1394	7488	673	463	3843	1211	12	4	579	443	6	2496	-87.97481	40.14194	193636	41	15
IL	IL0397	OGLESBY PUBLIC LIBRARY DISTRICT                             	111 SOUTH WOODLAND AVENUE          	OGLESBY             	61348	1597	LA SALLE            	8158833619	oglesby.lib.il.us                                                               	LD	OTH	4099	1	0	0	0.93	0.93	1.25	2.18	57688	20507	1389	8075	87659	9362	0	1200	10562	85521	23714	0	168	949	2600	3300	279	2152	19161	4050	32	28	280	200	5	3463	-89.062536	41.294	112474	33	11
IL	IL0398	OHIO PUBLIC LIBRARY DISTRICT                                	112 NORTH MAIN STREET              	OHIO                	61349	187	BUREAU              	8153765422	-3	LD	OTH	1043	1	0	0	0	0.38	0.5	0.88	19912	2973	0	13045	35930	4829	0	374	5203	34101	8196	0	75	827	1300	5675	311	345	5830	1952	32	20	168	120	3	3325	-89.461617	41.55774	34933	43	11
IL	IL0399	OLMSTED PUBLIC LIBRARY                                      	160 NORTH FRONT STREET             	OLMSTED             	62970	1106	PULASKI             	6187428296	-3	CI	OTH	299	1	0	0	0	0.3	0	0.3	9682	362	0	550	10594	776	0	0	776	9144	2114	0	59	6	624	1040	42	91	897	177	4	2	20	10	2	572	-89.08904	37.17995	6362	43	12
IL	IL0400	OLNEY PUBLIC LIBRARY                                        	400 WEST MAIN STREET               	OLNEY               	62450	1535	RICHLAND            	6183923711	www.olney.lib.il.us                                                             	CI	CI1	8631	1	0	0	0	1	3.8	4.8	180387	26782	0	46189	253358	36559	9381	0	45940	216396	44002	0	2184	1763	2392	60973	1575	5692	58569	16143	46	24	2519	2070	5	9891	-88.088772	38.73095	15532	33	19
IL	IL0401	ONARGA COMMUNITY PUBLIC LIBRARY DISTRICT                    	209 WEST SEMINARY AVENUE           	ONARGA              	60955	1131	IROQUOIS            	8152687626	-3	LD	OTH	3943	1	0	0	0	1.2	0.71	1.91	60000	10031	0	2433	72464	11523	0	816	12339	58688	13934	0	356	350	1716	5980	474	1553	19833	9107	4	4	53	53	4	2860	-88.008812	40.71523	30285	32	15
IL	IL0402	GREIG MEMORIAL LIBRARY                                      	110 SOUTH JOY STREET               	ONEIDA              	61467	446	KNOX                	3094833482	-3	CI	CI1	765	1	0	0	0	0.65	0	0.65	8887	910	0	0	9797	910	0	0	910	15325	11285	0	150	38	1350	4287	0	565	8902	2760	3	2	437	325	2	289	-90.222131	41.07181	51857	42	18
IL	IL0404	OREGON PUBLIC LIBRARY DISTRICT                              	300 JEFFERSON STREET               	OREGON              	61061	1616	OGLE                	8157322724	oregon.lib.il.us                                                                	LD	OTH	6719	1	0	0	0	3.93	0.38	4.31	274520	20652	911	22834	318917	23466	0	5866	29332	246330	34640	0	600	1659	3016	42328	2653	1980	37106	10542	205	133	3141	2475	5	8860	-89.331132	42.01329	55167	32	16
